County,State,FIPS County Code,2016 Prescribing Rate
"Lake, OR",OR,41037,103.7
"Lane, OR",OR,41039,101.9
"Lincoln, OR",OR,41041,114.8
"Linn, OR",OR,41043,103
"Malheur, OR",OR,41045,148.6
"Marion, OR",OR,41047,68.9
"Morrow, OR",OR,41049,19
"Multnomah, OR",OR,41051,51.3
"Polk, OR",OR,41053,51.9
"Sherman, OR",OR,41055,
"Tillamook, OR",OR,41057,102.1
"Umatilla, OR",OR,41059,96
"Union, OR",OR,41061,114.2
"Wallowa, OR",OR,41063,85.5
"Wasco, OR",OR,41065,135.8
"Washington, OR",OR,41067,50.5
"Wheeler, OR",OR,41069,
"Yamhill, OR",OR,41071,71.8
"Adams, PA",PA,42001,45.9
"Allegheny, PA",PA,42003,72.1
"Armstrong, PA",PA,42005,74
"Beaver, PA",PA,42007,72.9
"Bedford, PA",PA,42009,66.6
"Berks, PA",PA,42011,59.2
"Blair, PA",PA,42013,105.5
"Bradford, PA",PA,42015,70
"Bucks, PA",PA,42017,66.4
"Butler, PA",PA,42019,69.3
"Cambria, PA",PA,42021,98.7
"Cameron, PA",PA,42023,100.2
"Carbon, PA",PA,42025,74
"Centre, PA",PA,42027,48.4
"Chester, PA",PA,42029,50.8
"Clarion, PA",PA,42031,68.6
"Clearfield, PA",PA,42033,75.7
"Clinton, PA",PA,42035,73.6
"Columbia, PA",PA,42037,80.7
"Crawford, PA",PA,42039,84.4
"Cumberland, PA",PA,42041,69.4
"Dauphin, PA",PA,42043,64.4
"Delaware, PA",PA,42045,70.6
"Elk, PA",PA,42047,88
"Erie, PA",PA,42049,79.5
"Fayette, PA",PA,42051,128.8
"Forest, PA",PA,42053,41.5
"Franklin, PA",PA,42055,73.2
"Fulton, PA",PA,42057,13.8
"Greene, PA",PA,42059,79.1
"Huntingdon, PA",PA,42061,59.9
"Indiana, PA",PA,42063,71.1
"Jefferson, PA",PA,42065,73.2
"Juniata, PA",PA,42067,55.8
"Lackawanna, PA",PA,42069,112.1
"Lancaster, PA",PA,42071,54.6
"Lawrence, PA",PA,42073,92.4
"Lebanon, PA",PA,42075,57.9
"Lehigh, PA",PA,42077,48
"Luzerne, PA",PA,42079,85.7
"Lycoming, PA",PA,42081,86.3
"McKean, PA",PA,42083,86.9
"Mercer, PA",PA,42085,109.2
"Mifflin, PA",PA,42087,82.3
"Monroe, PA",PA,42089,75.9
"Montgomery, PA",PA,42091,59.4
"Montour, PA",PA,42093,78
"Northampton, PA",PA,42095,66.4
"Northumberland, PA",PA,42097,95.2
"Perry, PA",PA,42099,55.9
"Philadelphia, PA",PA,42101,67.6
"Pike, PA",PA,42103,48.8
"Potter, PA",PA,42105,63
"Schuylkill, PA",PA,42107,79.2
"Snyder, PA",PA,42109,65.9
"Somerset, PA",PA,42111,69.8
"Sullivan, PA",PA,42113,44.6
"Susquehanna, PA",PA,42115,51.8
"Tioga, PA",PA,42117,75.4
"Union, PA",PA,42119,58.6
"Venango, PA",PA,42121,80.7
"Warren, PA",PA,42123,76.4
"Washington, PA",PA,42125,72.2
"Wayne, PA",PA,42127,64.6
"Westmoreland, PA",PA,42129,74.1
"Wyoming, PA",PA,42131,80.7
"York, PA",PA,42133,62.5
"Bristol, RI",RI,44001,44.5
"Kent, RI",RI,44003,71.7
"Newport, RI",RI,44005,59.7
"Providence, RI",RI,44007,58.1
"Washington, RI",RI,44009,63.2
"Abbeville, SC",SC,45001,58
"Aiken, SC",SC,45003,87.7
"Allendale, SC",SC,45005,55
"Anderson, SC",SC,45007,93.6
"Bamberg, SC",SC,45009,101.1
"Barnwell, SC",SC,45011,98.4
"Beaufort, SC",SC,45013,65
"Berkeley, SC",SC,45015,59.4
"Calhoun, SC",SC,45017,11.3
"Charleston, SC",SC,45019,76
"Cherokee, SC",SC,45021,115.8
"Chester, SC",SC,45023,97.3
"Chesterfield, SC",SC,45025,86.9
"Clarendon, SC",SC,45027,80.8
"Colleton, SC",SC,45029,125.8
"Darlington, SC",SC,45031,152.4
"Dillon, SC",SC,45033,127.2
"Dorchester, SC",SC,45035,101
"Edgefield, SC",SC,45037,63.1
"Fairfield, SC",SC,45039,53.7
"Florence, SC",SC,45041,136.2
"Georgetown, SC",SC,45043,88.2
"Greenville, SC",SC,45045,91.6
"Greenwood, SC",SC,45047,115.3
"Hampton, SC",SC,45049,104.9
"Horry, SC",SC,45051,110.7
"Jasper, SC",SC,45053,68.3
"Kershaw, SC",SC,45055,90.5
"Lancaster, SC",SC,45057,82.6
"Laurens, SC",SC,45059,86.2
"Lee, SC",SC,45061,43.1
"Lexington, SC",SC,45063,91.8
"McCormick, SC",SC,45065,2.3
"Marion, SC",SC,45067,115.6
"Marlboro, SC",SC,45069,106.5
"Newberry, SC",SC,45071,85.5
"Oconee, SC",SC,45073,115.9
"Orangeburg, SC",SC,45075,91.3
"Pickens, SC",SC,45077,107.2
"Richland, SC",SC,45079,64.9
"Saluda, SC",SC,45081,53.8
"Spartanburg, SC",SC,45083,107.4
"Sumter, SC",SC,45085,76.5
"Union, SC",SC,45087,119.8
"Williamsburg, SC",SC,45089,75.5
"York, SC",SC,45091,72.3
"Aurora, SD",SD,46003,
"Beadle, SD",SD,46005,65.7
"Bennett, SD",SD,46007,0.1
"Bon Homme, SD",SD,46009,0.1
"Brookings, SD",SD,46011,42.7
"Brown, SD",SD,46013,63.8
"Brule, SD",SD,46015,83.8
"Buffalo, SD",SD,46017,
"Butte, SD",SD,46019,26.5
"Campbell, SD",SD,46021,
"Charles Mix, SD",SD,46023,34.6
"Clark, SD",SD,46025,32.2
"Clay, SD",SD,46027,47.4
"Codington, SD",SD,46029,67
"Corson, SD",SD,46031,
"Custer, SD",SD,46033,40.7
"Davison, SD",SD,46035,89.3
"Day, SD",SD,46037,0.7
"Deuel, SD",SD,46039,34.8
"Dewey, SD",SD,46041,0.1
"Douglas, SD",SD,46043,43.2
"Edmunds, SD",SD,46045,55
"Fall River, SD",SD,46047,87.7
"Faulk, SD",SD,46049,0.1
"Grant, SD",SD,46051,57.6
"Gregory, SD",SD,46053,98.5
"Haakon, SD",SD,46055,119.8
"Hamlin, SD",SD,46057,
"Hand, SD",SD,46059,0.3
"Hanson, SD",SD,46061,
"Harding, SD",SD,46063,
"Hughes, SD",SD,46065,98
"Hutchinson, SD",SD,46067,78
"Hyde, SD",SD,46069,
"Jackson, SD",SD,46071,
"Jerauld, SD",SD,46073,101
"Jones, SD",SD,46075,
"Kingsbury, SD",SD,46077,52.2
"Lake, SD",SD,46079,33.5
"Lawrence, SD",SD,46081,79.4
"Lincoln, SD",SD,46083,35
"Lyman, SD",SD,46085,11
"McCook, SD",SD,46087,31.7
"McPherson, SD",SD,46089,6.7
"Marshall, SD",SD,46091,44.6
"Meade, SD",SD,46093,13.9
"Mellette, SD",SD,46095,85.9
"Miner, SD",SD,46097,30.5
"Minnehaha, SD",SD,46099,65.6
"Moody, SD",SD,46101,37.2
"Pennington, SD",SD,46103,76.2
"Perkins, SD",SD,46105,47.2
"Potter, SD",SD,46107,0.4
"Roberts, SD",SD,46109,45.9
"Sanborn, SD",SD,46111,
"Shannon, SD",SD,46113,
"Spink, SD",SD,46115,2.4
"Stanley, SD",SD,46117,2.9
"Sully, SD",SD,46119,
"Todd, SD",SD,46121,
"Tripp, SD",SD,46123,102.5
"Turner, SD",SD,46125,32.5
"Union, SD",SD,46127,70.1
"Walworth, SD",SD,46129,101.7
"Yankton, SD",SD,46135,95.2
"Ziebach, SD",SD,46137,
"Anderson, TN",TN,47001,147.4
"Bedford, TN",TN,47003,101.5
"Benton, TN",TN,47005,136.7
"Bledsoe, TN",TN,47007,83.6
"Blount, TN",TN,47009,91
"Bradley, TN",TN,47011,129.9
"Campbell, TN",TN,47013,195.6
"Cannon, TN",TN,47015,101.9
"Carroll, TN",TN,47017,139.8
"Carter, TN",TN,47019,109.5
"Cheatham, TN",TN,47021,107
"Chester, TN",TN,47023,100.6
"Claiborne, TN",TN,47025,189.4
"Clay, TN",TN,47027,189.9
"Cocke, TN",TN,47029,188.3
"Coffee, TN",TN,47031,169.5
"Crockett, TN",TN,47033,91.3
"Cumberland, TN",TN,47035,129.3
"Davidson, TN",TN,47037,85.2
"Decatur, TN",TN,47039,164.1
"DeKalb, TN",TN,47041,161.2
"Dickson, TN",TN,47043,138.8
"Dyer, TN",TN,47045,176.6
"Fayette, TN",TN,47047,72
"Fentress, TN",TN,47049,178.7
"Franklin, TN",TN,47051,119.8
"Gibson, TN",TN,47053,139.4
"Giles, TN",TN,47055,130.2
"Grainger, TN",TN,47057,94.5
"Greene, TN",TN,47059,124.3
"Grundy, TN",TN,47061,171.9
"Hamblen, TN",TN,47063,163.2
"Hamilton, TN",TN,47065,123
"Hancock, TN",TN,47067,124.7
"Hardeman, TN",TN,47069,113.6
"Hardin, TN",TN,47071,153.5
"Hawkins, TN",TN,47073,89
"Haywood, TN",TN,47075,86.6
"Henderson, TN",TN,47077,136.8
"Henry, TN",TN,47079,188.7
"Hickman, TN",TN,47081,71.3
"Houston, TN",TN,47083,148.7
"Humphreys, TN",TN,47085,129.7
"Jackson, TN",TN,47087,63.3
"Jefferson, TN",TN,47089,113.3
"Johnson, TN",TN,47091,106.6
"Knox, TN",TN,47093,97.6
"Lake, TN",TN,47095,79.4
"Lauderdale, TN",TN,47097,102.6
"Lawrence, TN",TN,47099,143.2
"Lewis, TN",TN,47101,154.3
"Lincoln, TN",TN,47103,105.6
"Loudon, TN",TN,47105,101.9
"McMinn, TN",TN,47107,157.3
"McNairy, TN",TN,47109,173.7
"Macon, TN",TN,47111,130
"Madison, TN",TN,47113,126.7
"Marion, TN",TN,47115,102.7
"Marshall, TN",TN,47117,145.2
"Maury, TN",TN,47119,134.9
"Meigs, TN",TN,47121,52.3
"Monroe, TN",TN,47123,147.3
"Montgomery, TN",TN,47125,87
"Moore, TN",TN,47127,22.3
"Morgan, TN",TN,47129,77.6
"Obion, TN",TN,47131,99.5
"Overton, TN",TN,47133,111.5
"Perry, TN",TN,47135,99.1
"Pickett, TN",TN,47137,85.8
"Polk, TN",TN,47139,53.8
"Putnam, TN",TN,47141,139.6
"Rhea, TN",TN,47143,157.5
"Roane, TN",TN,47145,147
"Robertson, TN",TN,47147,126.8
"Rutherford, TN",TN,47149,94.8
"Scott, TN",TN,47151,169.4
"Sequatchie, TN",TN,47153,175.2
"Sevier, TN",TN,47155,114.9
"Shelby, TN",TN,47157,73.6
"Smith, TN",TN,47159,133
"Stewart, TN",TN,47161,62.7
"Sullivan, TN",TN,47163,165
"Sumner, TN",TN,47165,90.9
"Tipton, TN",TN,47167,112.2
"Trousdale, TN",TN,47169,171.7
"Unicoi, TN",TN,47171,145.1
"Union, TN",TN,47173,94.3
"Van Buren, TN",TN,47175,8.7
"Warren, TN",TN,47177,158
"Washington, TN",TN,47179,108.5
"Wayne, TN",TN,47181,152.5
"Weakley, TN",TN,47183,128.3
"White, TN",TN,47185,130.7
"Williamson, TN",TN,47187,57.6
"Wilson, TN",TN,47189,91.4
"Anderson, TX",TX,48001,68.5
"Andrews, TX",TX,48003,58.2
"Angelina, TX",TX,48005,93.2
"Aransas, TX",TX,48007,95.7
"Archer, TX",TX,48009,
"Armstrong, TX",TX,48011,
"Atascosa, TX",TX,48013,88.8
"Austin, TX",TX,48015,52.5
"Bailey, TX",TX,48017,62.7
"Bandera, TX",TX,48019,33.3
"Bastrop, TX",TX,48021,78.1
"Baylor, TX",TX,48023,49
"Bee, TX",TX,48025,69.9
"Bell, TX",TX,48027,53.4
"Bexar, TX",TX,48029,54.6
"Blanco, TX",TX,48031,18.3
"Borden, TX",TX,48033,
"Bosque, TX",TX,48035,39.2
"Bowie, TX",TX,48037,124.6
"Brazoria, TX",TX,48039,62.3
"Brazos, TX",TX,48041,53.9
"Brewster, TX",TX,48043,70.1
"Briscoe, TX",TX,48045,
"Brooks, TX",TX,48047,40.7
"Brown, TX",TX,48049,120.4
"Burleson, TX",TX,48051,55.4
"Burnet, TX",TX,48053,96.3
"Caldwell, TX",TX,48055,52.5
"Calhoun, TX",TX,48057,101.1
"Callahan, TX",TX,48059,10.9
"Cameron, TX",TX,48061,28.5
"Camp, TX",TX,48063,69.6
"Carson, TX",TX,48065,3.7
"Cass, TX",TX,48067,81.8
"Castro, TX",TX,48069,1.1
"Chambers, TX",TX,48071,34.2
"Cherokee, TX",TX,48073,72
"Childress, TX",TX,48075,177.3
"Clay, TX",TX,48077,
"Cochran, TX",TX,48079,
"Coke, TX",TX,48081,
"Coleman, TX",TX,48083,68.3
"Collin, TX",TX,48085,56.2
"Collingsworth, TX",TX,48087,
"Colorado, TX",TX,48089,60.5
"Comal, TX",TX,48091,74.4
"Comanche, TX",TX,48093,78.8
"Concho, TX",TX,48095,
"Cooke, TX",TX,48097,91.9
"Coryell, TX",TX,48099,63.9
"Cottle, TX",TX,48101,
"Crane, TX",TX,48103,63.2
"Crockett, TX",TX,48105,47.2
"Crosby, TX",TX,48107,2
"Culberson, TX",TX,48109,
"Dallam, TX",TX,48111,73.7
"Dallas, TX",TX,48113,50.6
"Dawson, TX",TX,48115,58.2
"Deaf Smith, TX",TX,48117,40.3
"Delta, TX",TX,48119,22.9
"Denton, TX",TX,48121,59.2
"DeWitt, TX",TX,48123,51.2
"Dickens, TX",TX,48125,7.4
"Dimmit, TX",TX,48127,94.8
"Donley, TX",TX,48129,3.8
"Duval, TX",TX,48131,10.5
"Eastland, TX",TX,48133,71.8
"Ector, TX",TX,48135,70.7
"Edwards, TX",TX,48137,
"Ellis, TX",TX,48139,74
"El Paso, TX",TX,48141,37.5
"Erath, TX",TX,48143,70.5
"Falls, TX",TX,48145,61.7
"Fannin, TX",TX,48147,61.5
"Fayette, TX",TX,48149,60.3
"Fisher, TX",TX,48151,4.7
"Floyd, TX",TX,48153,3.2
"Foard, TX",TX,48155,58.7
"Fort Bend, TX",TX,48157,39.2
"Franklin, TX",TX,48159,73.8
"Freestone, TX",TX,48161,29.1
"Frio, TX",TX,48163,43.6
"Gaines, TX",TX,48165,50.8
"Galveston, TX",TX,48167,75.4
"Garza, TX",TX,48169,1.6
"Gillespie, TX",TX,48171,76.4
"Glasscock, TX",TX,48173,
"Goliad, TX",TX,48175,22.7
"Gonzales, TX",TX,48177,53.3
"Gray, TX",TX,48179,109.4
"Grayson, TX",TX,48181,104.5
"Gregg, TX",TX,48183,132.9
"Grimes, TX",TX,48185,28.1
"Guadalupe, TX",TX,48187,47.7
"Hale, TX",TX,48189,65.5
"Hall, TX",TX,48191,3.8
"Hamilton, TX",TX,48193,30
"Hansford, TX",TX,48195,0.5
"Hardeman, TX",TX,48197,77.7
"Hardin, TX",TX,48199,97.3
"Harris, TX",TX,48201,46.2
"Harrison, TX",TX,48203,72
"Hartley, TX",TX,48205,
"Haskell, TX",TX,48207,8.6
"Hays, TX",TX,48209,58.4
"Hemphill, TX",TX,48211,3.1
"Henderson, TX",TX,48213,80.5
"Hidalgo, TX",TX,48215,27.8
"Hill, TX",TX,48217,61.9
"Hockley, TX",TX,48219,78.9
"Hood, TX",TX,48221,119.4
"Hopkins, TX",TX,48223,92.7
"Houston, TX",TX,48225,47.5
"Howard, TX",TX,48227,65.6
"Hudspeth, TX",TX,48229,
"Hunt, TX",TX,48231,90.5
"Hutchinson, TX",TX,48233,81.5
"Irion, TX",TX,48235,
"Jack, TX",TX,48237,2.1
"Jackson, TX",TX,48239,33.2
"Jasper, TX",TX,48241,67.3
"Jeff Davis, TX",TX,48243,
"Jefferson, TX",TX,48245,85.5
"Jim Hogg, TX",TX,48247,34.6
"Jim Wells, TX",TX,48249,79.7
"Johnson, TX",TX,48251,90.9
"Jones, TX",TX,48253,30.2
"Karnes, TX",TX,48255,58
"Kaufman, TX",TX,48257,76.3
"Kendall, TX",TX,48259,65.4
"Kenedy, TX",TX,48261,
"Kent, TX",TX,48263,
"Kerr, TX",TX,48265,80.6
"Kimble, TX",TX,48267,59.8
"King, TX",TX,48269,
"Kinney, TX",TX,48271,26.8
"Kleberg, TX",TX,48273,65.8
"Knox, TX",TX,48275,
"Lamar, TX",TX,48277,151
"Lamb, TX",TX,48279,2.5
"Lampasas, TX",TX,48281,63.1
"La Salle, TX",TX,48283,0.4
"Lavaca, TX",TX,48285,56.6
"Lee, TX",TX,48287,50.5
"Leon, TX",TX,48289,39.8
"Liberty, TX",TX,48291,90.9
"Limestone, TX",TX,48293,86.2
"Lipscomb, TX",TX,48295,
"Live Oak, TX",TX,48297,18
"Llano, TX",TX,48299,62.7
"Loving, TX",TX,48301,
"Lubbock, TX",TX,48303,84.2
"Lynn, TX",TX,48305,1.3
"McCulloch, TX",TX,48307,55.2
"McLennan, TX",TX,48309,75.4
"McMullen, TX",TX,48311,
"Madison, TX",TX,48313,73.9
"Marion, TX",TX,48315,1.6
"Martin, TX",TX,48317,40.2
"Mason, TX",TX,48319,44.5
"Matagorda, TX",TX,48321,66
"Maverick, TX",TX,48323,28.4
"Medina, TX",TX,48325,44.1
"Menard, TX",TX,48327,
"Midland, TX",TX,48329,58.7
"Milam, TX",TX,48331,67.7
"Mills, TX",TX,48333,
"Mitchell, TX",TX,48335,55.2
"Montague, TX",TX,48337,82.1
"Montgomery, TX",TX,48339,60.6
"Moore, TX",TX,48341,55.3
"Morris, TX",TX,48343,80.6
"Motley, TX",TX,48345,
"Nacogdoches, TX",TX,48347,86
"Navarro, TX",TX,48349,72.9
"Newton, TX",TX,48351,34.5
"Nolan, TX",TX,48353,118.8
"Nueces, TX",TX,48355,80.2
"Ochiltree, TX",TX,48357,46.1
"Oldham, TX",TX,48359,
"Orange, TX",TX,48361,113.4
"Palo Pinto, TX",TX,48363,108.6
"Panola, TX",TX,48365,81.4
"Parker, TX",TX,48367,73.3
"Parmer, TX",TX,48369,1.1
"Pecos, TX",TX,48371,37.9
"Polk, TX",TX,48373,101.1
"Potter, TX",TX,48375,76.1
"Presidio, TX",TX,48377,
"Rains, TX",TX,48379,68.6
"Randall, TX",TX,48381,73.9
"Reagan, TX",TX,48383,25.6
"Real, TX",TX,48385,
"Red River, TX",TX,48387,47.9
"Reeves, TX",TX,48389,63.8
"Refugio, TX",TX,48391,1.7
"Roberts, TX",TX,48393,
"Robertson, TX",TX,48395,28.6
"Rockwall, TX",TX,48397,74.6
"Runnels, TX",TX,48399,70.6
"Rusk, TX",TX,48401,49
"Sabine, TX",TX,48403,54.7
"San Augustine, TX",TX,48405,74.7
"San Jacinto, TX",TX,48407,19.1
"San Patricio, TX",TX,48409,86.4
"San Saba, TX",TX,48411,49.5
"Schleicher, TX",TX,48413,
"Scurry, TX",TX,48415,84.5
"Shackelford, TX",TX,48417,
"Shelby, TX",TX,48419,69.1
"Sherman, TX",TX,48421,1.4
"Smith, TX",TX,48423,88.6
"Somervell, TX",TX,48425,5.8
"Starr, TX",TX,48427,34.6
"Stephens, TX",TX,48429,103.5
"Sterling, TX",TX,48431,
"Stonewall, TX",TX,48433,2.5
"Sutton, TX",TX,48435,3.1
"Swisher, TX",TX,48437,2.3
"Tarrant, TX",TX,48439,66.7
"Taylor, TX",TX,48441,107
"Terrell, TX",TX,48443,
"Terry, TX",TX,48445,86.8
"Throckmorton, TX",TX,48447,
"Titus, TX",TX,48449,84.6
"Tom Green, TX",TX,48451,75.1
"Travis, TX",TX,48453,51.2
"Trinity, TX",TX,48455,60
"Tyler, TX",TX,48457,52.4
"Upshur, TX",TX,48459,19
"Upton, TX",TX,48461,1.4
"Uvalde, TX",TX,48463,73.1
"Val Verde, TX",TX,48465,38.6
"Van Zandt, TX",TX,48467,78.5
"Victoria, TX",TX,48469,98.7
"Walker, TX",TX,48471,58.9
"Waller, TX",TX,48473,12.8
"Ward, TX",TX,48475,57.8
"Washington, TX",TX,48477,75.5
"Webb, TX",TX,48479,27.2
"Wharton, TX",TX,48481,63.5
"Wheeler, TX",TX,48483,39.1
"Wichita, TX",TX,48485,105.2
"Wilbarger, TX",TX,48487,147.6
"Willacy, TX",TX,48489,28.9
"Williamson, TX",TX,48491,62.2
"Wilson, TX",TX,48493,58.6
"Winkler, TX",TX,48495,56.5
"Wise, TX",TX,48497,63.6
"Wood, TX",TX,48499,94.8
"Yoakum, TX",TX,48501,6.5
"Young, TX",TX,48503,99
"Zapata, TX",TX,48505,23.7
"Zavala, TX",TX,48507,0.7
"Beaver, UT",UT,49001,93.9
"Box Elder, UT",UT,49003,80.1
"Cache, UT",UT,49005,54.5
"Carbon, UT",UT,49007,176
"Daggett, UT",UT,49009,
"Davis, UT",UT,49011,66.7
"Duchesne, UT",UT,49013,57.7
"Emery, UT",UT,49015,45.2
"Garfield, UT",UT,49017,87.1
"Grand, UT",UT,49019,83.3
"Iron, UT",UT,49021,103.9
"Juab, UT",UT,49023,81.2
"Kane, UT",UT,49025,106.8
"Millard, UT",UT,49027,58
"Morgan, UT",UT,49029,57.8
"Piute, UT",UT,49031,
"Rich, UT",UT,49033,29.4
"Salt Lake, UT",UT,49035,70.5
"San Juan, UT",UT,49037,16.3
"Sanpete, UT",UT,49039,95.7
"Sevier, UT",UT,49041,112.8
"Summit, UT",UT,49043,61.2
"Tooele, UT",UT,49045,70.3
"Uintah, UT",UT,49047,66.9
"Utah, UT",UT,49049,58.7
"Wasatch, UT",UT,49051,68.9
"Washington, UT",UT,49053,89
"Wayne, UT",UT,49055,
"Weber, UT",UT,49057,83.2
"Accomack, VA",VA,51001,60.7
"Albemarle, VA",VA,51003,59.1
"Alleghany, VA",VA,51005,86.8
"Amelia, VA",VA,51007,48.1
"Amherst, VA",VA,51009,75
"Appomattox, VA",VA,51011,125
"Arlington, VA",VA,51013,24.4
"Augusta, VA",VA,51015,19.7
"Bath, VA",VA,51017,1.4
"Bedford, VA",VA,51019,44.9
"Bland, VA",VA,51021,66.8
"Botetourt, VA",VA,51023,39.6
"Brunswick, VA",VA,51025,23.9
"Buchanan, VA",VA,51027,131
"Buckingham, VA",VA,51029,2.1
"Campbell, VA",VA,51031,43
"Caroline, VA",VA,51033,35.3
"Carroll, VA",VA,51035,44.9
"Charles City, VA",VA,51036,
"Charlotte, VA",VA,51037,38.9
"Chesterfield, VA",VA,51041,67.8
"Clarke, VA",VA,51043,28.5
"Craig, VA",VA,51045,5.2
"Culpeper, VA",VA,51047,65.5
"Cumberland, VA",VA,51049,29.3
"Dickenson, VA",VA,51051,185.1
"Dinwiddie, VA",VA,51053,5.1
"Essex, VA",VA,51057,109.5
"Fairfax, VA",VA,51059,29.7
"Fauquier, VA",VA,51061,72.2
"Floyd, VA",VA,51063,50
"Fluvanna, VA",VA,51065,31.4
"Franklin, VA",VA,51067,80.1
"Frederick, VA",VA,51069,58.2
"Giles, VA",VA,51071,119.8
"Gloucester, VA",VA,51073,107.5
"Goochland, VA",VA,51075,14.8
"Grayson, VA",VA,51077,25
"Greene, VA",VA,51079,77.8
"Greensville, VA",VA,51081,
"Halifax, VA",VA,51083,81.3
"Hanover, VA",VA,51085,90.2
"Henrico, VA",VA,51087,68.2
"Henry, VA",VA,51089,73.4
"Highland, VA",VA,51091,
"Isle of Wight, VA",VA,51093,74.1
"James City, VA",VA,51095,96.2
"King and Queen, VA",VA,51097,
"King George, VA",VA,51099,54.6
"King William, VA",VA,51101,40.3
"Lancaster, VA",VA,51103,156.9
"Lee, VA",VA,51105,149.5
"Loudoun, VA",VA,51107,36.8
"Louisa, VA",VA,51109,49.8
"Lunenburg, VA",VA,51111,1.6
"Madison, VA",VA,51113,
"Mathews, VA",VA,51115,55.2
"Mecklenburg, VA",VA,51117,105.7
"Middlesex, VA",VA,51119,3.1
"Montgomery, VA",VA,51121,61.6
"Nelson, VA",VA,51125,21.9
"New Kent, VA",VA,51127,58.7
"Northampton, VA",VA,51131,113.8
"Northumberland, VA",VA,51133,30.7
"Nottoway, VA",VA,51135,77.3
"Orange, VA",VA,51137,91
"Page, VA",VA,51139,86
"Patrick, VA",VA,51141,69.2
"Pittsylvania, VA",VA,51143,22.3
"Powhatan, VA",VA,51145,45.8
"Prince Edward, VA",VA,51147,99.5
"Prince George, VA",VA,51149,
"Prince William, VA",VA,51153,38.5
"Pulaski, VA",VA,51155,134.1
"Rappahannock, VA",VA,51157,
"Richmond, VA",VA,51159,44
"Roanoke, VA",VA,51161,84.4
"Rockbridge, VA",VA,51163,
"Rockingham, VA",VA,51165,30.3
"Russell, VA",VA,51167,111.7
"Scott, VA",VA,51169,153.7
"Shenandoah, VA",VA,51171,69
"Smyth, VA",VA,51173,131.3
"Southampton, VA",VA,51175,0
"Spotsylvania, VA",VA,51177,66.4
"Stafford, VA",VA,51179,49.1
"Surry, VA",VA,51181,
"Sussex, VA",VA,51183,22
"Tazewell, VA",VA,51185,179.3
"Warren, VA",VA,51187,87.6
"Washington, VA",VA,51191,105
"Westmoreland, VA",VA,51193,43
"Wise, VA",VA,51195,194.5
"Wythe, VA",VA,51197,109.5
"York, VA",VA,51199,47
"Alexandria, VA",VA,51510,33
"Bedford City, VA",VA,51515,
"Bristol, VA",VA,51520,174.2
"Buena Vista, VA",VA,51530,85.2
"Charlottesville, VA",VA,51540,52.8
"Chesapeake, VA",VA,51550,65.5
"Colonial Heights, VA",VA,51570,222.2
"Covington, VA",VA,51580,235.3
"Danville, VA",VA,51590,179.2
"Emporia, VA",VA,51595,283.1
"Fairfax City, VA",VA,51600,78.8
"Falls Church, VA",VA,51610,57.1
"Franklin City, VA",VA,51620,268.2
"Fredericksburg, VA",VA,51630,166.3
"Galax, VA",VA,51640,394.4
"Hampton, VA",VA,51650,76.8
"Harrisonburg, VA",VA,51660,124.7
"Hopewell, VA",VA,51670,151.7
"Lexington, VA",VA,51678,237
"Lynchburg, VA",VA,51680,116.7
"Manassas, VA",VA,51683,109.7
"Manassas Park, VA",VA,51685,
"Martinsville, VA",VA,51690,399.9
"Newport News, VA",VA,51700,62.8
"Norfolk, VA",VA,51710,64.8
"Norton, VA",VA,51720,470.3
"Petersburg, VA",VA,51730,152.2
"Poquoson, VA",VA,51735,80.6
"Portsmouth, VA",VA,51740,102.4
"Radford, VA",VA,51750,97.8
"Richmond City, VA",VA,51760,53.2
"Roanoke City, VA",VA,51770,102.1
"Salem, VA",VA,51775,206
"Staunton, VA",VA,51790,175
"Suffolk, VA",VA,51800,85.4
"Virginia Beach, VA",VA,51810,61
"Waynesboro, VA",VA,51820,202.9
"Williamsburg, VA",VA,51830,
"Winchester, VA",VA,51840,175
"Addison, VT",VT,50001,51
"Bennington, VT",VT,50003,72.4
"Caledonia, VT",VT,50005,62.3
"Chittenden, VT",VT,50007,48.7
"Essex, VT",VT,50009,12.6
"Franklin, VT",VT,50011,85.7
"Grand Isle, VT",VT,50013,18.4
"Lamoille, VT",VT,50015,57.4
"Orange, VT",VT,50017,42.9
"Orleans, VT",VT,50019,62.5
"Rutland, VT",VT,50021,79.8
"Washington, VT",VT,50023,57.8
"Windham, VT",VT,50025,72.8
"Windsor, VT",VT,50027,41.7
"Adams, WA",WA,53001,27.6
"Asotin, WA",WA,53003,150.9
"Benton, WA",WA,53005,102.4
"Chelan, WA",WA,53007,79.4
"Clallam, WA",WA,53009,119.7
"Clark, WA",WA,53011,60.3
"Columbia, WA",WA,53013,119.9
"Cowlitz, WA",WA,53015,89.4
"Douglas, WA",WA,53017,65.1
"Ferry, WA",WA,53019,66.4
"Franklin, WA",WA,53021,62.6
"Garfield, WA",WA,53023,119
"Grant, WA",WA,53025,73.4
"Grays Harbor, WA",WA,53027,113
"Island, WA",WA,53029,42.8
"Jefferson, WA",WA,53031,85.1
"King, WA",WA,53033,47.4
"Kitsap, WA",WA,53035,61.9
"Kittitas, WA",WA,53037,56.2
"Klickitat, WA",WA,53039,3.2
"Lewis, WA",WA,53041,96.8
"Lincoln, WA",WA,53043,93.1
"Mason, WA",WA,53045,87.1
