LGA_CODE_2016,C0_4F_EO_M_EO,C0_4F_EO_M_O_EVWW,C0_4F_EO_M_O_ENWNA,C0_4F_EO_M_O_PENS,C0_4F_EO_M_O_E_T,C0_4F_EO_M_LPENS,C0_4F_EO_M_T,C0_4F_O_EVWW_M_EO,C0_4F_O_EVWW_M_O_EVWW,C0_4F_O_EVWW_M_O_ENWNA,C0_4F_O_EVWW_M_O_PENS,C0_4F_O_EVWW_M_O_E_T,C0_4F_O_EVWW_M_LPENS,C0_4F_O_EVWW_M_T,C0_4F_O_ENWNA_M_EO,C0_4F_O_ENWNA_M_O_EVWW,C0_4F_O_ENWNA_M_O_ENWNA,C0_4F_O_ENWNA_M_O_PENS,C0_4F_O_ENWNA_M_O_E_T,C0_4F_O_ENWNA_M_LPENS,C0_4F_O_ENWNA_M_T,C0_4F_O_PENS_M_EO,C0_4F_O_PENS_M_O_EVWW,C0_4F_O_PENS_M_O_ENWNA,C0_4F_O_PENS_M_O_PENS,C0_4F_O_PENS_M_O_E_T,C0_4F_O_PENS_M_LPENS,C0_4F_O_PENS_M_T,C0_4F_O_E_T_M_EO,C0_4F_O_E_T_M_O_EVWW,C0_4F_O_E_T_M_O_ENWNA,C0_4F_O_E_T_M_O_PENS,C0_4F_O_E_T_M_O_E_T,C0_4F_O_E_T_M_LPENS,C0_4F_O_E_T_M_T,C0_4F_LPENS_M_EO,C0_4F_LPENS_M_O_EVWW,C0_4F_LPENS_M_O_ENWNA,C0_4F_LPENS_M_O_PENS,C0_4F_LPENS_M_O_E_T,C0_4F_LPENS_M_LPENS,C0_4F_LPENS_M_T,C0_4F_T_M_EO,C0_4F_T_M_O_EVWW,C0_4F_T_M_O_ENWNA,C0_4F_T_M_O_PENS,C0_4F_T_M_O_E_T,C0_4F_T_M_LPENS,C0_4F_T_M_T,C5_9F_EO_M_EO,C5_9F_EO_M_O_EVWW,C5_9F_EO_M_O_ENWNA,C5_9F_EO_M_O_PENS,C5_9F_EO_M_O_E_T,C5_9F_EO_M_LPENS,C5_9F_EO_M_T,C5_9F_O_EVWW_M_EO,C5_9F_O_EVWW_M_O_EVWW,C5_9F_O_EVWW_M_O_ENWNA,C5_9F_O_EVWW_M_O_PENS,C5_9F_O_EVWW_M_O_E_T,C5_9F_O_EVWW_M_LPENS,C5_9F_O_EVWW_M_T,C5_9F_O_ENWNA_M_EO,C5_9F_O_ENWNA_M_O_EVWW,C5_9F_O_ENWNA_M_O_ENWNA,C5_9F_O_ENWNA_M_O_PENS,C5_9F_O_ENWNA_M_O_E_T,C5_9F_O_ENWNA_M_LPENS,C5_9F_O_ENWNA_M_T,C5_9F_O_PENS_M_EO,C5_9F_O_PENS_M_O_EVWW,C5_9F_O_PENS_M_O_ENWNA,C5_9F_O_PENS_M_O_PENS,C5_9F_O_PENS_M_O_E_T,C5_9F_O_PENS_M_LPENS,C5_9F_O_PENS_M_T,C5_9F_O_E_T_M_EO,C5_9F_O_E_T_M_O_EVWW,C5_9F_O_E_T_M_O_ENWNA,C5_9F_O_E_T_M_O_PENS,C5_9F_O_E_T_M_O_E_T,C5_9F_O_E_T_M_LPENS,C5_9F_O_E_T_M_T,C5_9F_LPENS_M_EO,C5_9F_LPENS_M_O_EVWW,C5_9F_LPENS_M_O_ENWNA,C5_9F_LPENS_M_O_PENS,C5_9F_LPENS_M_O_E_T,C5_9F_LPENS_M_LPENS,C5_9F_LPENS_M_T,C5_9F_T_M_EO,C5_9F_T_M_O_EVWW,C5_9F_T_M_O_ENWNA,C5_9F_T_M_O_PENS,C5_9F_T_M_O_E_T,C5_9F_T_M_LPENS,C5_9F_T_M_T,C10_12F_EO_M_EO,C10_12F_EO_M_O_EVWW,C10_12F_EO_M_O_ENWNA,C10_12F_EO_M_O_PENS,C10_12F_EO_M_O_E_T,C10_12F_EO_M_LPENS,C10_12F_EO_M_T,C10_12F_O_EVWW_M_EO,C10_12F_O_EVWW_M_O_EVWW,C10_12F_O_EVWW_M_O_ENWNA,C10_12F_O_EVWW_M_O_PENS,C10_12F_O_EVWW_M_O_E_T,C10_12F_O_EVWW_M_LPENS,C10_12F_O_EVWW_M_T,C10_12F_O_ENWNA_M_EO,C10_12F_O_ENWNA_M_O_EVWW,C10_12F_O_ENWNA_M_O_ENWNA,C10_12F_O_ENWNA_M_O_PENS,C10_12F_O_ENWNA_M_O_E_T,C10_12F_O_ENWNA_M_LPENS,C10_12F_O_ENWNA_M_T,C10_12F_O_PENS_M_EO,C10_12F_O_PENS_M_O_EVWW,C10_12F_O_PENS_M_O_ENWNA,C10_12F_O_PENS_M_O_PENS,C10_12F_O_PENS_M_O_E_T,C10_12F_O_PENS_M_LPENS,C10_12F_O_PENS_M_T,C10_12F_O_E_T_M_EO,C10_12F_O_E_T_M_O_EVWW,C10_12F_O_E_T_M_O_ENWNA,C10_12F_O_E_T_M_O_PENS,C10_12F_O_E_T_M_O_E_T,C10_12F_O_E_T_M_LPENS,C10_12F_O_E_T_M_T,C10_12F_LPENS_M_EO,C10_12F_LPENS_M_O_EVWW,C10_12F_LPENS_M_O_ENWNA,C10_12F_LPENS_M_O_PENS,C10_12F_LPENS_M_O_E_T,C10_12F_LPENS_M_LPENS,C10_12F_LPENS_M_T,C10_12F_T_M_EO,C10_12F_T_M_O_EVWW,C10_12F_T_M_O_ENWNA,C10_12F_T_M_O_PENS,C10_12F_T_M_O_E_T,C10_12F_T_M_LPENS,C10_12F_T_M_T,C13_14F_EO_M_EO,C13_14F_EO_M_O_EVWW,C13_14F_EO_M_O_ENWNA,C13_14F_EO_M_O_PENS,C13_14F_EO_M_O_E_T,C13_14F_EO_M_LPENS,C13_14F_EO_M_T,C13_14F_O_EVWW_M_EO,C13_14F_O_EVWW_M_O_EVWW,C13_14F_O_EVWW_M_O_ENWNA,C13_14F_O_EVWW_M_O_PENS,C13_14F_O_EVWW_M_O_E_T,C13_14F_O_EVWW_M_LPENS,C13_14F_O_EVWW_M_T,C13_14F_O_ENWNA_M_EO,C13_14F_O_ENWNA_M_O_EVWW,C13_14F_O_ENWNA_M_O_ENWNA,C13_14F_O_ENWNA_M_O_PENS,C13_14F_O_ENWNA_M_O_E_T,C13_14F_O_ENWNA_M_LPENS,C13_14F_O_ENWNA_M_T,C13_14F_O_PENS_M_EO,C13_14F_O_PENS_M_O_EVWW,C13_14F_O_PENS_M_O_ENWNA,C13_14F_O_PENS_M_O_PENS,C13_14F_O_PENS_M_O_E_T,C13_14F_O_PENS_M_LPENS,C13_14F_O_PENS_M_T,C13_14F_O_E_T_M_EO,C13_14F_O_E_T_M_O_EVWW,C13_14F_O_E_T_M_O_ENWNA,C13_14F_O_E_T_M_O_PENS,C13_14F_O_E_T_M_O_E_T,C13_14F_O_E_T_M_LPENS,C13_14F_O_E_T_M_T,C13_14F_LPENS_M_EO,C13_14F_LPENS_M_O_EVWW,C13_14F_LPENS_M_O_ENWNA,C13_14F_LPENS_M_O_PENS,C13_14F_LPENS_M_O_E_T,C13_14F_LPENS_M_LPENS,C13_14F_LPENS_M_T,C13_14F_TM_EO,C13_14F_TM_O_EVWW,C13_14F_TM_O_ENWNA,C13_14F_TM_O_PENS,C13_14F_TM_O_E_T,C13_14F_TM_LPENS,C13_14F_TM_T,C15_17F_EO_M_EO,C15_17F_EO_M_O_EVWW,C15_17F_EO_M_O_ENWNA,C15_17F_EO_M_O_PENS
LGA14350,765,14,0,0,17,0,780,14,25,0,0,25,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,26,0,0,26,0,44,4,0,0,0,0,3,5,784,38,0,0,39,3,829,900,13,3,0,14,5,923,16,11,0,0,11,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,11,0,0,12,0,24,9,0,0,0,0,3,10,924,26,3,0,29,5,953,535,0,0,0,0,0,540,11,7,0,0,7,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,7,0,0,8,0,25,3,0,0,0,0,3,7,551,12,0,0,11,5,569,355,3,0,0,3,0,357,4,9,0,0,9,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,0,0,9,0,18,0,0,0,0,0,0,0,358,12,0,0,12,0,371,460,3,0,0
LGA14400,810,20,3,0,27,0,832,22,27,0,0,27,0,54,0,0,0,0,0,0,3,0,0,0,3,3,0,3,28,27,0,3,33,0,54,8,0,0,0,0,0,8,842,54,3,3,57,0,897,842,11,0,0,13,0,851,32,29,0,0,29,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,3,35,30,0,0,26,0,58,5,0,0,0,0,0,5,878,36,0,0,36,0,919,571,14,0,0,16,0,586,5,19,0,0,22,0,30,0,0,3,0,5,0,5,0,0,0,0,0,0,0,9,26,0,0,24,0,37,3,0,0,0,0,0,3,585,35,6,0,40,0,621,365,6,0,0,6,0,365,4,9,0,0,5,0,10,0,0,0,0,3,0,3,0,0,0,0,0,0,0,4,4,3,0,8,0,14,4,0,0,0,0,0,4,372,14,3,0,11,0,386,455,6,0,0
LGA14500,2791,156,0,0,161,0,2951,374,1742,54,4,1807,0,2183,5,114,49,0,160,0,164,0,3,0,6,6,0,9,381,1855,102,11,1972,0,2355,0,0,0,0,0,0,7,3178,2017,105,13,2134,3,5311,4643,163,0,0,163,5,4813,462,1795,74,17,1892,3,2355,5,118,72,0,190,0,201,0,8,0,0,8,0,6,470,1926,145,14,2084,3,2561,0,0,0,0,0,0,3,5115,2091,147,14,2254,8,7377,3119,94,0,3,98,0,3217,230,854,36,0,892,0,1119,7,53,49,0,103,0,108,0,3,0,0,3,0,3,228,912,87,0,1003,0,1229,0,0,0,0,0,0,3,3350,1010,87,4,1102,4,4453,2086,63,0,0,61,4,2149,148,502,27,0,535,0,679,0,47,43,0,96,0,96,0,0,0,0,0,0,3,147,556,74,0,631,0,773,0,0,0,0,0,4,3,2232,612,74,3,693,6,2929,3044,86,0,0
LGA14550,226,3,0,0,3,0,232,8,12,0,0,12,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,12,0,0,12,0,15,0,0,0,0,0,0,0,237,12,0,0,12,0,252,328,0,0,0,0,3,325,12,10,0,0,10,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,10,0,0,10,0,17,0,0,0,0,0,0,0,336,10,0,0,10,3,347,178,0,0,0,0,0,178,3,6,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,3,0,10,0,0,0,0,0,0,0,181,6,0,0,3,0,187,132,0,0,0,0,0,131,0,4,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,3,0,0,0,0,0,0,0,130,6,0,0,6,0,134,137,0,0,0
LGA14600,318,0,0,0,0,0,318,0,11,0,0,11,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,11,0,10,0,0,0,0,0,4,4,324,11,0,0,11,4,335,291,0,0,0,0,0,291,3,6,0,0,6,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,6,0,12,0,0,0,0,0,3,3,297,6,0,0,6,3,308,133,0,0,0,0,0,133,0,4,0,0,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,7,0,0,0,0,0,0,3,135,4,0,0,4,0,141,80,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,80,68,0,0,0
LGA14650,8087,189,4,7,192,8,8288,230,344,17,0,367,0,593,8,21,15,3,37,0,47,3,6,0,0,6,0,11,236,373,30,4,410,0,648,12,0,0,0,0,13,26,8336,562,36,7,602,18,8957,7904,135,0,0,139,16,8061,224,384,15,0,396,0,623,5,11,7,0,19,0,25,4,4,0,0,4,0,9,231,396,17,0,418,0,650,7,0,0,0,0,12,20,8147,536,17,4,553,22,8726,4531,61,0,0,61,4,4599,111,155,4,0,162,0,274,3,6,4,0,10,0,11,0,3,0,0,3,0,3,116,171,10,0,175,0,288,11,0,0,0,0,5,11,4652,232,10,0,240,6,4905,2969,40,0,0,42,3,3014,77,83,3,0,87,0,165,0,4,9,0,11,0,13,0,0,0,0,0,0,0,75,88,13,0,100,0,178,3,0,0,0,0,10,14,3053,125,11,0,137,10,3196,3938,50,0,0
LGA14700,1180,73,3,0,77,0,1251,222,586,7,6,603,0,818,3,34,21,0,52,0,54,3,4,0,0,6,0,6,225,621,30,5,656,0,881,6,0,0,0,0,0,8,1402,695,35,5,735,0,2142,1282,39,0,0,45,0,1325,139,308,7,0,311,0,456,7,28,5,0,36,0,35,0,0,0,0,0,0,3,146,336,13,0,349,0,495,0,0,0,0,0,0,0,1432,372,19,0,390,0,1816,750,21,0,0,21,0,774,54,133,5,0,138,0,195,0,6,5,0,12,0,13,0,0,0,0,0,0,0,53,142,10,0,151,0,204,0,0,0,0,0,0,0,804,162,10,0,174,0,979,452,11,0,0,11,0,467,41,83,3,0,86,0,128,0,3,6,0,3,0,5,0,0,0,0,0,0,0,40,87,9,0,97,0,133,0,0,0,0,0,0,0,496,94,9,0,105,0,601,586,14,0,3
LGA14750,421,8,0,0,8,0,431,7,33,0,0,33,0,45,0,3,0,0,5,0,5,0,0,0,0,0,0,0,7,39,0,0,40,0,47,0,0,0,0,0,0,0,429,50,0,0,49,0,476,418,5,0,0,5,3,430,11,32,0,0,39,0,43,0,0,0,0,3,0,3,0,3,0,0,3,0,3,11,42,4,0,44,0,51,0,0,0,0,0,0,0,423,49,4,0,53,3,479,269,8,0,0,8,0,270,7,19,0,0,19,0,24,0,0,0,0,3,0,3,0,0,0,0,0,0,0,7,22,0,0,24,0,27,0,0,0,0,0,0,0,269,31,0,0,30,0,303,173,0,0,0,0,0,178,0,10,3,0,12,0,9,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,11,5,0,12,0,11,0,0,0,0,0,0,0,173,10,5,0,12,0,190,227,0,0,0
LGA14850,1361,36,3,0,39,0,1393,54,85,3,0,93,0,145,0,3,5,0,5,0,12,0,0,0,0,0,0,0,58,91,10,0,100,0,153,5,0,0,0,0,3,6,1416,122,14,0,134,3,1556,1515,38,0,0,43,0,1559,49,78,6,0,83,0,134,0,3,4,0,8,0,6,0,3,0,0,3,0,3,54,79,6,0,87,0,144,5,0,0,0,0,0,5,1571,118,6,0,130,3,1703,924,17,0,0,13,0,937,32,30,0,0,30,0,55,0,0,3,0,3,0,3,0,0,0,0,0,0,0,29,27,3,0,30,0,62,3,0,0,0,0,0,8,953,48,4,0,48,5,1006,601,6,0,0,6,0,611,19,7,0,0,10,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,7,3,0,13,0,28,0,0,0,0,0,0,0,627,15,3,0,16,0,645,779,15,0,0
LGA14870,699,11,0,0,10,0,711,11,24,0,0,25,0,42,3,0,3,0,7,0,5,0,0,0,0,0,0,0,14,27,3,0,33,0,49,0,0,0,0,0,3,3,718,36,8,0,38,8,761,713,8,0,0,13,3,726,19,21,0,0,24,0,42,0,3,6,0,9,0,7,0,0,0,0,0,0,0,19,22,3,0,32,0,54,0,0,0,0,0,5,5,733,30,6,3,40,7,780,410,9,0,0,5,0,417,6,14,3,0,14,0,21,0,0,3,0,3,0,5,0,0,0,0,0,0,0,5,12,4,0,14,0,23,0,0,0,0,0,7,7,418,16,4,0,23,5,443,264,3,0,0,3,0,265,10,3,0,0,8,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,7,0,0,5,0,15,0,0,0,0,0,0,5,272,8,0,0,12,0,285,362,7,0,0
LGA14900,3452,512,9,6,526,6,3985,643,5761,373,27,6155,0,6799,15,693,480,0,1173,0,1187,4,44,8,19,68,0,73,663,6496,857,48,7400,0,8065,16,5,0,0,5,19,45,4129,7019,865,50,7932,28,12093,3275,427,11,7,444,0,3721,455,5859,393,38,6287,3,6748,18,592,539,0,1136,0,1157,0,31,10,33,69,0,72,470,6478,947,69,7490,5,7967,16,3,0,3,6,30,49,3761,6908,953,84,7941,37,11742,1963,239,3,4,247,0,2210,214,3210,244,9,3472,0,3688,13,368,353,0,723,0,736,7,26,10,7,43,0,43,227,3601,612,21,4236,0,4465,6,3,0,0,5,9,21,2200,3840,611,32,4485,15,6702,1303,130,3,3,136,0,1440,145,2026,168,14,2210,3,2360,3,248,221,3,476,0,474,0,16,3,12,27,0,27,148,2289,392,29,2705,3,2858,0,4,0,0,3,6,15,1456,2424,397,26,2849,8,4315,1681,173,5,0
LGA14920,280,3,0,0,3,0,285,0,5,0,0,5,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,10,4,0,0,0,0,0,4,293,9,0,0,9,0,300,303,0,0,0,0,0,303,0,4,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,4,7,0,0,0,0,0,7,307,4,0,0,4,0,309,179,0,0,0,0,0,179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177,0,0,0,0,0,179,109,0,0,0,0,0,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,116,0,0,0,0,0,111,125,0,0,0
LGA14950,152,0,0,0,0,0,151,0,3,3,0,3,0,3,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,3,3,0,8,0,8,0,0,0,0,0,0,0,152,3,3,0,8,0,160,160,0,0,0,0,0,158,0,0,3,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,4,0,0,0,0,0,0,0,160,0,4,0,4,0,167,98,0,0,0,0,0,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,0,0,0,0,0,96,60,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,60,59,0,0,0
LGA15050,3752,78,0,0,78,7,3831,79,181,9,0,193,0,268,3,18,3,0,23,0,22,3,0,0,0,0,0,3,82,200,18,0,213,0,296,0,0,0,0,0,0,3,3832,275,18,0,291,11,4132,3687,66,0,0,65,4,3755,63,167,8,0,176,0,240,0,8,3,3,10,0,10,0,0,0,0,0,0,0,63,170,10,3,191,0,252,4,0,0,0,3,3,12,3758,237,13,3,252,8,4018,1964,35,0,0,35,5,2008,35,71,0,0,76,0,109,0,3,0,0,3,0,3,0,0,0,0,0,0,0,35,73,5,0,81,0,118,3,0,0,0,0,0,7,2011,111,5,4,119,5,2132,1257,8,0,0,8,0,1269,26,58,3,0,59,0,90,0,4,0,0,3,0,3,0,0,0,0,0,0,0,33,57,4,0,63,0,95,0,0,0,0,0,0,0,1289,72,4,0,75,0,1365,1619,16,0,0
LGA15240,2437,29,0,0,32,15,2476,53,89,0,0,89,0,144,0,4,10,0,9,0,7,0,0,0,0,0,0,0,49,90,10,0,101,0,154,3,0,0,0,0,12,11,2487,116,10,0,128,28,2645,2830,23,0,0,23,20,2879,57,80,0,0,84,0,146,4,3,3,0,6,0,10,0,0,0,3,3,0,0,58,88,3,3,93,0,153,5,0,0,0,0,9,13,2900,113,3,3,119,31,3048,1693,20,0,0,20,5,1722,27,37,0,0,37,0,63,0,3,0,0,4,0,4,0,0,0,0,0,0,0,26,37,0,0,35,0,65,10,0,0,0,0,3,11,1730,53,0,0,57,14,1798,1115,15,0,0,15,4,1138,17,17,0,0,19,0,34,3,0,3,0,3,0,5,0,0,0,0,0,0,0,15,18,4,0,17,0,41,3,0,0,0,0,5,10,1143,28,4,0,34,7,1189,1500,17,0,0
LGA15270,1125,5,0,0,5,3,1140,20,27,3,0,30,0,51,0,0,3,0,3,0,3,0,0,0,0,0,0,0,20,34,3,0,34,0,58,0,0,0,0,0,3,5,1151,36,3,0,43,3,1199,1136,7,0,0,7,3,1147,13,17,0,0,17,0,29,0,3,3,0,5,0,5,0,0,0,0,0,0,0,13,17,3,0,17,0,33,0,0,0,0,0,3,4,1153,21,3,0,29,6,1183,575,4,0,0,4,0,586,12,15,0,0,11,0,23,0,3,6,0,4,0,4,0,0,0,0,0,0,0,12,15,3,0,18,0,29,3,0,0,0,0,4,11,595,23,3,0,27,4,622,354,3,0,0,3,0,357,6,6,0,0,4,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,3,0,9,0,14,3,0,0,0,0,0,0,362,6,3,0,9,3,374,418,3,0,0
LGA15300,543,6,0,0,6,0,550,22,36,0,0,36,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,33,0,0,33,0,55,0,0,0,0,0,3,3,565,43,0,0,44,3,610,525,10,0,0,10,0,530,5,25,0,0,25,0,38,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6,28,0,0,28,0,38,0,0,0,0,0,6,5,529,39,0,0,39,6,572,283,3,0,0,3,0,285,4,14,0,0,14,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,14,0,0,14,0,18,0,0,0,0,0,0,3,286,16,0,0,16,0,299,108,0,0,0,0,0,107,4,8,0,0,8,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,0,0,8,0,12,0,0,0,0,0,0,3,111,9,0,0,9,0,128,151,3,0,0
LGA15350,849,49,0,0,51,0,904,98,209,7,0,219,0,319,0,11,0,0,18,0,18,0,0,0,0,0,0,0,98,225,11,0,231,0,336,0,0,0,0,0,0,0,950,272,11,0,279,3,1235,1096,46,0,0,46,3,1143,85,171,3,0,173,0,254,0,11,4,0,18,0,18,0,0,0,0,0,0,0,82,185,10,0,194,0,274,3,0,0,0,0,0,4,1185,226,10,0,236,8,1428,664,17,0,0,17,0,683,25,66,0,0,68,0,95,0,0,0,0,3,0,3,0,0,0,0,0,0,0,28,66,3,0,68,0,96,0,0,0,0,0,0,0,697,85,3,0,87,0,783,378,9,0,0,9,0,390,23,54,0,0,54,0,70,0,0,3,0,3,0,3,0,0,0,0,0,0,3,19,54,3,0,53,0,74,0,0,0,0,0,0,0,398,60,3,0,65,0,464,556,20,0,0
LGA15520,460,4,0,0,4,3,463,8,16,0,0,17,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,16,3,0,20,0,22,0,0,0,0,0,3,3,462,17,3,0,22,9,492,482,6,0,0,6,5,490,9,6,3,0,10,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,4,0,13,0,19,0,0,0,0,0,0,3,490,16,4,0,21,4,519,264,3,0,0,3,3,266,3,4,0,0,11,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,11,0,7,3,0,0,0,0,0,3,269,10,0,0,7,3,283,194,0,0,0,0,0,196,3,6,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,3,0,4,0,0,0,0,0,0,0,200,3,0,0,3,0,206,219,0,0,0
LGA15560,134,0,0,0,0,0,134,6,3,0,0,3,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,3,0,11,0,0,0,0,0,0,0,141,3,0,0,3,0,143,161,0,0,0,0,0,161,3,3,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,0,8,0,0,0,0,0,0,0,164,6,0,0,6,0,175,89,0,0,0,0,0,89,0,3,0,0,9,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,9,0,7,0,0,0,0,0,0,0,94,3,0,0,9,0,100,45,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,3,0,0,3,0,50,78,0,0,0
LGA15650,759,3,0,0,3,0,760,19,37,0,0,38,0,51,0,3,0,0,3,0,3,0,0,0,0,0,0,0,19,37,0,0,37,0,56,0,0,0,0,0,6,6,778,45,0,0,46,6,824,742,11,0,0,11,0,753,17,34,0,0,35,0,59,0,3,0,0,3,0,3,0,0,0,0,0,0,0,19,44,0,0,45,0,59,0,0,0,0,0,3,3,759,49,0,0,55,4,821,411,3,0,0,3,0,417,0,17,0,0,17,0,21,0,4,0,0,4,0,4,0,0,0,0,0,0,0,0,22,0,0,22,0,27,0,0,0,0,0,0,0,415,27,0,0,27,0,444,268,3,0,0,3,0,268,3,8,0,0,9,0,16,0,6,0,0,6,0,6,0,0,0,0,0,0,0,3,11,0,0,11,0,15,0,0,0,0,0,0,0,272,15,0,0,19,0,288,301,0,0,0
LGA15700,514,3,0,0,3,0,520,29,10,0,0,12,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,10,0,0,12,0,39,0,0,0,0,0,0,0,542,13,0,0,14,3,567,640,10,0,0,10,0,642,21,9,0,0,9,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,9,0,0,8,0,29,0,0,0,0,0,3,3,656,14,0,0,16,8,681,382,5,0,0,5,3,386,12,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,8,0,0,0,0,0,0,3,393,4,0,0,4,3,396,239,0,0,0,0,0,245,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,10,0,0,0,0,0,0,0,247,5,0,0,3,0,251,303,6,0,0
LGA15750,546,0,0,0,0,0,553,11,11,0,0,11,0,22,0,0,3,0,0,0,0,0,0,0,0,0,0,0,11,10,3,0,10,0,22,0,0,0,0,0,0,0,566,10,3,0,12,0,578,654,5,0,0,5,3,662,12,8,0,0,8,0,20,0,3,0,0,3,0,3,0,0,0,0,0,0,0,12,9,0,0,9,0,20,3,0,0,0,0,3,9,674,13,0,0,13,8,693,314,3,0,0,3,0,321,9,3,0,0,3,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,0,0,4,0,10,3,0,0,0,0,0,3,320,11,0,0,11,6,336,172,4,0,0,4,0,175,5,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,7,0,0,0,0,0,0,3,177,7,0,0,7,3,187,217,3,0,0
LGA15800,221,0,0,0,0,0,225,4,9,0,0,9,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,0,0,9,0,18,0,0,0,0,0,0,0,229,9,0,0,9,0,240,260,3,0,0,3,0,263,6,4,0,0,4,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,4,0,11,0,0,0,0,0,0,0,271,4,0,0,4,0,276,146,0,0,0,0,0,147,0,5,0,0,5,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,8,0,0,0,0,0,0,0,144,6,0,0,6,0,151,63,0,0,0,0,0,63,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,61,0,0,0,0,0,62,104,0,0,0
