LGA_CODE_2016,D_0_4_FPEFT_MPEFT,D_0_4_FPEFT_MPEPT,D_0_4_FPEFT_MPEAW,D_0_4_FPEFT_MPEHNS,D_0_4_FPEFT_MPET,D_0_4_FPEFT_MPULFTW,D_0_4_FPEFT_MPULPTW,D_0_4_FPEFT_MPUT,D_0_4_FPEFT_MPTLF,D_0_4_FPEFT_MPNLF,D_0_4_FPEFT_MPLFSNS,D_0_4_FPEFT_T,D_0_4_FPEPT_MPEFT,D_0_4_FPEPT_MPEPT,D_0_4_FPEPT_MPEAW,D_0_4_FPEPT_MPEHNS,D_0_4_FPEPT_MPET,D_0_4_FPEPT_MPULFTW,D_0_4_FPEPT_MPULPTW,D_0_4_FPEPT_MPUT,D_0_4_FPEPT_MPTLF,D_0_4_FPEPT_MPNLF,D_0_4_FPEPT_MPLFSNS,D_0_4_FPEPT_T,D_0_4_FPEAW_MPEFT,D_0_4_FPEAW_MPEPT,D_0_4_FPEAW_MPEAW,D_0_4_FPEAW_MPEHNS,D_0_4_FPEAW_MPET,D_0_4_FPEAW_MPULFTW,D_0_4_FPEAW_MPULPTW,D_0_4_FPEAW_MPUT,D_0_4_FPEAW_MPTLF,D_0_4_FPEAW_MPNLF,D_0_4_FPEAW_MPLFSNS,D_0_4_FPEAW_T,D_0_4_FPHNS_MPEFT,D_0_4_FPHNS_MPEPT,D_0_4_FPHNS_MPEAW,D_0_4_FPHNS_MPEHNS,D_0_4_FPHNS_MPET,D_0_4_FPHNS_MPULFTW,D_0_4_FPHNS_MPULPTW,D_0_4_FPHNS_MPUT,D_0_4_FPHNS_MPTLF,D_0_4_FPHNS_MPNLF,D_0_4_FPHNS_MPLFSNS,D_0_4_FPHNS_T,D_0_4_FPET_MPEFT,D_0_4_FPET_MPEPT,D_0_4_FPET_MPEAW,D_0_4_FPET_MPEHNS,D_0_4_FPET_MPET,D_0_4_FPET_MPULFTW,D_0_4_FPET_MPULPTW,D_0_4_FPET_MPUT,D_0_4_FPET_MPTLF,D_0_4_FPET_MPNLF,D_0_4_FPET_MPLFSNS,D_0_4_FPET_T,D_0_4_FPULFTW_MPEFT,D_0_4_FPULFTW_MPEPT,D_0_4_FPULFTW_MP_EAW,D_0_4_FPULFTW_MP_E_HW_NS,D_0_4_FPULFTW_MPET,D_0_4_FPULFTW_MPULFTW,D_0_4_FPULFTW_MPULPTW,D_0_4_FPULFTW_MPUT,D_0_4_FPULFTW_MPTLF,D_0_4_FPULFTW_MPNLF,D_0_4_FPULFTW_MPLFSNS,D_0_4_FPULFTW_T,D_0_4_FPULPTW_MPEFT,D_0_4_FPULPTW_MPEPT,D_0_4_FPULPTW_MPEAW,D_0_4_FPULPTW_MPEm_HW_NS,D_0_4_FPULPTW_MPET,D_0_4_FPULPTW_MPULFTW,D_0_4_FPULPTW_MPULPTW,D_0_4_FPULPTW_MPUT,D_0_4_FPULPTW_MPTLF,D_0_4_FPULPTW_MPNLF,D_0_4_FPULPTW_MPLFSNS,D_0_4_FPULPTW_T,D_0_4_FPUT_MPEFT,D_0_4_FPUT_MPEPT,D_0_4_FPUT_MPEAW,D_0_4_FPUT_MP_E_HNS,D_0_4_FPUT_MPET,D_0_4_FPUT_MPULFTW,D_0_4_FPUT_MPULPTW,D_0_4_FPUT_MPUT,D_0_4_FPUT_MPTLF,D_0_4_FPUT_MPNLF,D_0_4_FPUT_MPLFSNS,D_0_4_FPUT_T,D_0_4_FPTLF_MPEFT,D_0_4_FPTLF_MPEPT,D_0_4_FPTLF_MPEAW,D_0_4_FPTLF_MPEHNS,D_0_4_FPTLF_MPET,D_0_4_FPTLF_MPULFTW,D_0_4_FPTLF_MPULPTW,D_0_4_FPTLF_MPUT,D_0_4_FPTLF_MPTLF,D_0_4_FPTLF_MPNLF,D_0_4_FPTLF_MPLFSNS,D_0_4_FPTLF_T,D_0_4_FPNLF_MPEFT,D_0_4_FPNLF_MPEPT,D_0_4_FPNLF_MPEAW,D_0_4_FPNLF_MP_E_HNS,D_0_4_FPNLF_MPET,D_0_4_FPNLF_MPUEmpLfFTW,D_0_4_FPNLF_MPUEmpLfPTW,D_0_4_FPNLF_MPUT,D_0_4_FPNLF_MPTLF,D_0_4_FPNLF_MPNLF,D_0_4_FPNLF_MPLFSNS,D_0_4_FPNLF_T,D_0_4_FPLFSNS_MPEFT,D_0_4_FPLFSNS_MPEPT,D_0_4_FPLFSNS_MPEAW,D_0_4_FPLFSNS_MP_E_HNS,D_0_4_FPLFSNS_MPET,D_0_4_FPLFSNS_MPULFTW,D_0_4_FPLFSNS_MPULPTW,D_0_4_FPLFSNS_MPUT,D_0_4_FPLFSNS_MPTLF,D_0_4_FPLFSNS_MPNLF,D_0_4_FPLFSNS_MPLFSNS,D_0_4_FPLFSNS_T,D_0_4_FPT_MPEFT,D_0_4_FPT_MPEPT,D_0_4_FPT_MPEAW,D_0_4_FPT_MPEHNS,D_0_4_FPT_MPET,D_0_4_FPT_MPULFTW,D_0_4_FPT_MPULPTW,D_0_4_FPT_MPUT,D_0_4_FPT_MPTLF,D_0_4_FPT_MPNLF,D_0_4_FPT_MPLFSNS,D_0_4_FPT_T,D_5_9_FPEFT_MPEFT,D_5_9_FPEFT_MPEPT,D_5_9_FPEFT_MPEAW,D_5_9_FPEFT_MPEHNS,D_5_9_FPEFT_MPET,D_5_9_FPEFT_MPULFTW,D_5_9_FPEFT_MPULPTW,D_5_9_FPEFT_MPUT,D_5_9_FPEFT_MPTLF,D_5_9_FPEFT_MPNLF,D_5_9_FPEFT_MPLFSNS,D_5_9_FPEFT_T,D_5_9_FPEPT_MPEFT,D_5_9_FPEPT_MPEPT,D_5_9_FPEPT_MPEAW,D_5_9_FPEPT_MPEHNS,D_5_9_FPEPT_MPET,D_5_9_FPEPT_MPULFTW,D_5_9_FPEPT_MPULPTW,D_5_9_FPEPT_MPUT,D_5_9_FPEPT_MPTLF,D_5_9_FPEPT_MPNLF,D_5_9_FPEPT_MPLFSNS,D_5_9_FPEPT_T,D_5_9_FPEAW_MPEFT,D_5_9_FPEAW_MPEPT,D_5_9_FPEAW_MPEAW,D_5_9_FPEAW_MPEHNS,D_5_9_FPEAW_MPET,D_5_9_FPEAW_MPULFTW,D_5_9_FPEAW_MPULPTW,D_5_9_FPEAW_MPUT,D_5_9_FPEAW_MPTLF,D_5_9_FPEAW_MPNLF,D_5_9_FPEAW_MPLFSNS,D_5_9_FPEAW_T,D_5_9_FPHNS_MPEFT,D_5_9_FPHNS_MPEPT,D_5_9_FPHNS_MPEAW,D_5_9_FPHNS_MPEHNS,D_5_9_FPHNS_MPET,D_5_9_FPHNS_MPULFTW,D_5_9_FPHNS_MPULPTW,D_5_9_FPHNS_MPUT,D_5_9_FPHNS_MPTLF,D_5_9_FPHNS_MPNLF,D_5_9_FPHNS_MPLFSNS,D_5_9_FPHNS_T,D_5_9_FPET_MPEFT,D_5_9_FPET_MPEPT,D_5_9_FPET_MPEAW,D_5_9_FPET_MP_E_HNS,D_5_9_FPET_MPET,D_5_9_FPET_MPULFTW,D_5_9_FPET_MPULPTW,D_5_9_FPET_MPUT
LGA14400,95,16,3,0,109,0,0,0,110,7,0,117,326,39,4,0,370,3,0,3,372,16,4,396,114,0,5,0,123,0,0,0,123,0,0,121,6,0,0,0,6,0,0,0,6,0,0,6,539,53,14,0,607,5,0,5,607,23,4,636,0,0,0,0,0,0,0,0,0,0,0,0,19,0,3,0,26,3,0,3,25,0,0,25,20,3,3,0,26,3,0,3,29,0,0,28,554,56,15,0,627,3,0,4,633,25,4,666,183,15,0,3,207,4,0,4,209,17,0,230,3,0,0,3,7,0,0,0,7,0,0,7,745,70,15,9,838,10,0,12,854,44,4,897,145,28,9,4,181,0,0,0,182,13,0,198,420,46,7,0,475,9,0,10,483,17,0,493,31,0,6,0,37,0,0,0,37,0,0,37,0,0,0,0,3,0,0,0,3,0,0,3,598,73,21,6,699,6,0,12
LGA14500,1110,94,5,4,1215,28,11,35,1249,70,0,1323,1551,128,9,3,1694,10,3,18,1708,28,3,1738,396,25,22,0,444,3,0,3,447,7,0,448,30,0,0,15,42,0,0,0,42,0,0,48,3079,247,38,20,3388,46,9,56,3451,101,3,3553,39,0,0,0,39,15,0,15,53,0,0,56,73,10,3,0,89,3,0,3,89,3,0,95,112,10,4,0,130,16,0,16,147,3,0,151,3192,258,46,21,3518,67,9,77,3596,105,3,3703,1304,114,20,14,1456,31,7,35,1491,106,0,1593,0,0,0,8,8,0,0,0,8,3,5,14,4506,372,59,42,4981,94,17,112,5095,209,9,5311,1925,169,6,7,2104,46,16,60,2169,113,0,2280,2469,176,13,16,2677,52,14,64,2741,47,3,2787,82,7,7,0,103,0,0,0,102,0,0,102,26,3,0,17,44,0,0,0,48,3,0,48,4507,354,36,36,4928,98,26,125
LGA14550,35,4,0,0,43,0,0,0,43,0,0,43,61,4,0,0,67,0,0,0,67,7,0,74,12,0,0,0,15,0,0,0,12,0,0,13,0,0,0,3,5,0,0,0,5,0,0,5,116,13,0,3,127,0,0,0,129,6,0,131,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,13,0,3,130,0,0,0,129,6,0,137,53,18,8,0,75,0,4,4,81,29,0,113,0,0,0,0,0,0,0,0,0,0,0,0,171,22,8,3,210,3,4,9,212,40,0,252,67,8,0,0,73,0,0,0,73,0,0,78,79,20,3,3,110,5,0,5,112,5,0,119,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,4,3,0,0,0,3,0,0,9,150,35,3,6,191,4,0,4
LGA14600,34,3,3,0,40,3,0,3,41,3,0,44,100,7,0,3,110,6,0,6,117,3,0,118,19,3,3,0,24,0,0,0,25,0,0,25,5,0,0,6,8,0,0,0,8,0,0,8,157,11,4,7,185,9,0,9,192,7,0,198,0,0,0,0,0,0,0,0,3,0,0,3,5,0,0,0,5,0,0,0,5,0,0,9,6,0,0,0,6,0,0,0,7,0,0,9,169,11,4,7,191,12,0,12,201,5,0,208,88,7,4,7,109,7,0,11,117,7,0,127,0,0,0,0,0,0,0,0,0,0,0,0,259,18,7,17,300,20,0,19,316,14,0,335,42,3,0,0,45,0,0,0,47,5,0,53,104,6,0,3,117,3,0,3,120,3,0,124,7,0,4,0,11,0,0,0,11,0,0,11,3,0,0,8,15,0,0,0,15,0,0,16,162,14,3,13,190,4,0,4
LGA14650,1009,145,21,4,1179,12,8,29,1206,70,4,1276,3450,352,61,35,3891,31,5,39,3930,70,4,4012,709,78,81,6,878,10,0,14,894,18,6,913,36,0,0,21,57,0,0,0,57,4,0,63,5207,576,154,65,6005,62,17,82,6085,166,16,6267,21,8,0,3,31,6,0,5,34,3,0,39,118,18,3,0,139,9,0,12,148,4,0,152,142,26,3,3,167,20,3,19,186,5,0,190,5346,598,161,68,6174,76,18,95,6268,172,14,6460,1851,210,54,52,2162,83,20,99,2266,210,6,2481,6,0,0,0,11,0,0,0,11,0,11,21,7200,808,216,125,8350,160,35,196,8545,383,31,8957,1595,213,17,6,1832,33,9,42,1875,133,3,2009,3621,359,42,28,4052,55,6,63,4116,99,3,4211,149,17,29,7,202,3,3,6,205,12,0,219,31,7,3,28,60,0,0,0,60,3,0,61,5397,597,94,63,6143,90,18,108
LGA14700,475,36,4,4,518,16,3,20,538,19,0,554,602,54,10,3,666,10,4,7,678,10,0,682,181,22,17,4,225,0,0,0,226,0,0,226,4,0,0,10,17,0,0,0,17,0,0,15,1259,113,25,17,1421,20,4,25,1450,25,0,1482,23,0,0,0,20,4,0,4,27,0,0,27,32,3,0,0,30,3,0,3,34,0,0,36,49,3,0,0,56,3,0,3,57,3,0,60,1314,121,30,17,1477,28,4,34,1510,27,0,1542,507,38,9,8,562,7,4,14,570,24,0,593,3,0,0,0,3,0,0,0,3,0,0,7,1818,161,38,30,2040,32,8,42,2084,52,0,2142,512,44,3,3,556,11,6,23,573,19,0,599,641,49,6,3,698,12,0,12,709,11,0,718,31,5,5,0,37,0,0,0,37,0,0,36,3,0,0,5,5,0,0,0,5,0,0,10,1187,91,14,10,1301,20,6,26
LGA14750,73,4,0,3,78,0,0,0,78,3,0,84,140,8,0,0,150,0,0,0,149,0,0,149,34,6,0,0,45,0,0,0,45,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,246,26,0,7,276,0,0,0,277,3,0,274,3,0,0,0,3,0,0,0,4,0,0,4,9,0,0,0,13,0,0,0,13,0,0,13,16,0,0,0,18,0,0,0,15,0,0,15,259,27,0,7,286,3,0,3,289,3,0,294,137,15,4,10,162,3,3,7,167,13,3,185,0,0,0,0,3,0,0,0,3,0,3,5,394,34,4,17,449,3,3,6,458,17,4,476,114,12,3,3,129,0,0,0,133,3,0,136,151,18,0,0,166,0,0,0,162,0,0,166,12,0,0,0,9,0,0,0,9,0,0,9,0,3,0,3,6,0,0,0,6,0,0,6,275,32,3,9,316,0,0,3
LGA14850,175,32,0,4,213,0,7,4,221,21,0,241,476,92,4,4,579,3,0,4,580,32,0,612,77,15,9,0,100,0,0,0,102,0,0,102,3,0,0,3,6,0,0,0,6,3,0,12,738,133,21,11,901,6,9,10,915,55,0,973,7,3,0,0,5,0,0,0,10,0,0,10,12,0,0,0,20,0,0,0,17,4,0,19,18,6,0,0,25,0,0,0,27,4,0,29,758,141,21,11,925,5,7,13,938,64,0,1001,313,99,7,13,435,25,8,33,473,70,3,541,3,0,3,0,3,0,0,0,3,4,3,13,1074,236,28,21,1363,30,17,52,1415,128,8,1556,325,57,8,0,386,4,3,6,390,33,0,422,571,106,7,0,683,11,3,16,695,37,0,735,26,0,0,3,31,0,0,0,31,3,0,30,3,3,0,9,17,0,0,0,17,0,0,18,922,163,10,16,1115,13,4,20
LGA14870,61,8,0,0,72,0,0,0,72,10,0,81,255,24,0,0,279,4,0,4,287,6,0,292,67,7,4,8,86,3,0,3,92,0,0,92,3,0,0,3,5,0,0,0,5,0,0,5,386,36,5,11,447,9,0,9,450,16,0,466,0,0,0,0,0,0,0,0,0,0,0,3,8,3,3,0,8,0,0,0,8,0,0,8,8,3,3,0,8,0,0,0,10,0,0,15,395,39,12,11,457,7,0,7,463,19,0,480,152,31,12,10,206,29,0,30,231,34,0,272,8,0,0,3,6,0,0,0,6,0,3,7,547,75,19,26,670,36,0,36,707,54,3,761,131,11,0,3,145,4,0,4,151,10,0,156,274,20,4,6,300,3,0,4,305,12,0,322,16,3,4,3,23,0,0,0,26,0,0,26,3,0,0,3,8,0,0,0,8,0,0,8,428,37,6,13,483,6,0,12
LGA14900,1667,173,10,12,1868,33,10,46,1918,109,0,2029,2397,280,23,20,2719,33,10,45,2766,77,0,2843,616,57,50,7,727,8,0,8,736,19,0,750,47,5,0,45,96,3,0,3,97,11,3,113,4730,515,88,89,5417,76,25,100,5521,214,6,5738,99,18,0,0,117,16,0,17,136,12,0,147,151,17,0,3,175,14,4,20,197,9,0,207,257,39,0,3,295,26,5,38,329,22,0,350,4988,547,88,93,5710,107,29,137,5847,235,6,6087,3211,864,66,177,4310,214,66,276,4586,1283,21,5890,17,9,0,19,43,0,0,3,45,9,52,115,8206,1416,154,284,10063,327,96,416,10485,1525,84,12093,2224,248,22,13,2509,52,13,72,2580,148,4,2732,2598,364,38,33,3031,45,9,48,3079,111,0,3192,141,8,29,3,172,0,0,0,176,8,0,180,41,8,0,65,110,0,0,3,112,7,3,124,5003,624,92,111,5826,100,24,123
LGA14920,23,0,0,0,24,0,0,0,24,3,0,28,95,8,0,0,103,0,0,0,103,0,0,106,17,0,0,0,22,0,0,0,20,0,0,20,3,0,0,0,3,0,0,0,3,0,0,3,138,7,0,0,153,0,0,0,156,10,0,158,0,0,0,0,0,0,0,0,3,0,0,3,11,0,0,0,11,0,0,0,11,0,0,11,11,0,0,0,11,0,0,0,8,0,0,8,146,7,0,0,165,3,0,3,163,10,0,171,89,10,0,0,104,7,0,7,112,7,3,126,3,0,0,0,3,0,0,0,3,0,0,3,240,21,3,3,268,9,0,6,281,20,3,300,65,3,0,0,70,0,0,0,70,4,0,77,94,3,0,0,96,0,0,0,96,0,0,101,13,0,0,0,13,0,0,0,10,0,0,10,0,0,0,3,4,0,0,0,4,0,0,4,168,10,3,3,184,0,0,0
LGA14950,17,0,0,0,18,0,0,0,18,3,0,18,52,7,0,0,61,0,0,0,61,4,0,62,22,0,0,0,18,0,0,0,18,0,0,18,0,0,0,0,3,0,0,0,3,0,0,3,94,6,0,0,96,0,0,0,99,4,0,103,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,8,0,0,0,9,0,0,9,4,0,0,0,8,0,0,0,9,0,0,9,93,6,0,0,102,0,0,3,105,4,0,107,36,0,0,0,40,3,0,3,38,7,0,46,0,0,0,0,0,0,0,0,0,0,0,0,131,12,0,3,146,4,0,3,144,9,0,160,32,0,0,0,35,0,0,0,41,0,0,41,61,4,0,0,70,0,3,3,67,0,0,68,7,0,0,0,7,0,0,0,7,0,0,7,3,0,0,0,5,0,0,0,5,0,0,5,104,6,0,0,114,0,3,5
LGA15050,513,64,7,3,583,3,5,8,591,26,0,617,1406,118,14,10,1544,19,3,18,1562,32,0,1596,324,24,29,3,375,9,0,9,385,4,0,383,17,3,0,10,31,0,0,0,29,0,0,29,2257,208,38,21,2527,37,10,41,2571,64,0,2632,30,4,0,0,36,3,0,8,44,6,0,47,112,11,0,0,122,11,0,9,134,4,0,136,138,16,0,0,157,9,4,12,177,9,0,183,2396,224,38,25,2686,44,8,57,2748,72,4,2816,964,125,36,19,1147,44,24,73,1218,82,5,1301,7,0,0,4,7,0,0,0,7,0,3,15,3373,351,77,42,3846,92,31,131,3974,152,9,4132,763,82,9,0,859,17,3,23,882,49,0,931,1555,148,27,8,1728,24,3,27,1757,27,0,1788,69,6,12,0,80,0,0,0,86,0,0,88,13,0,0,9,22,0,0,0,22,0,4,27,2396,236,47,20,2695,47,3,51
LGA15240,228,43,13,4,291,6,0,6,293,37,3,334,748,122,16,8,906,19,4,26,930,57,0,989,115,15,18,0,150,0,0,0,150,4,0,158,7,0,0,6,16,0,0,0,16,0,0,19,1103,186,42,28,1355,26,4,36,1393,102,3,1493,3,3,0,0,7,6,0,6,7,3,0,12,30,11,3,5,43,9,0,10,57,7,0,58,29,13,3,5,49,9,0,10,65,11,0,68,1136,196,47,31,1411,34,8,49,1455,112,3,1563,539,171,30,33,774,56,20,77,853,194,3,1056,7,0,0,0,11,0,0,0,13,3,10,21,1683,368,79,63,2195,96,25,125,2319,309,18,2645,510,105,10,6,632,0,5,4,637,53,3,691,884,186,18,16,1107,37,7,39,1141,89,0,1236,35,4,6,0,51,0,0,0,52,3,0,58,19,0,0,13,30,0,0,0,30,0,0,32,1452,292,36,35,1817,35,7,44
LGA15270,98,10,0,0,107,4,0,4,111,9,0,114,359,34,8,8,403,5,3,8,408,9,0,416,67,3,22,0,87,0,0,0,87,4,0,89,4,0,0,3,4,0,0,0,4,0,0,4,532,40,28,9,606,6,3,7,607,19,0,630,13,0,0,0,15,3,0,3,18,0,0,18,20,6,0,0,25,3,0,3,32,0,0,32,37,5,0,0,43,5,0,5,46,0,0,46,562,50,28,9,643,11,3,10,655,19,0,675,380,39,16,12,446,17,5,21,465,47,0,518,3,0,0,0,3,0,0,0,3,0,3,7,949,86,43,20,1095,31,4,38,1132,62,3,1199,184,21,0,3,208,3,0,3,211,9,0,219,451,43,8,9,507,3,7,6,510,17,0,531,15,8,10,0,31,0,0,0,31,0,0,31,4,0,0,0,9,0,0,0,9,0,0,9,652,65,22,8,751,4,7,11
LGA15300,101,5,0,0,105,0,0,0,105,0,0,105,187,6,3,4,201,0,0,0,202,4,0,207,40,3,3,0,50,0,0,0,50,0,0,50,3,0,0,6,8,0,0,0,8,0,0,8,329,21,7,12,369,0,0,0,365,4,0,372,0,0,0,0,4,3,0,3,7,0,0,6,0,4,0,0,7,3,0,3,6,0,0,6,9,5,0,0,7,3,0,3,13,0,0,18,338,21,7,12,377,3,0,3,385,3,0,385,155,13,4,11,181,14,0,9,191,25,0,220,0,0,0,0,0,0,0,0,0,0,4,4,492,35,12,19,557,13,0,14,572,35,5,610,145,11,0,0,160,0,0,0,160,0,0,162,213,8,0,3,223,0,0,0,223,0,0,226,10,0,3,0,8,0,0,0,8,0,0,8,3,0,0,3,4,0,0,0,4,0,0,4,368,17,6,11,399,0,0,0
LGA15350,242,18,0,0,266,4,0,4,267,11,0,282,364,26,0,3,396,7,0,7,397,4,0,405,111,4,5,0,124,0,0,0,126,0,0,126,4,0,0,4,7,0,0,0,7,0,0,11,719,51,13,9,790,9,0,9,798,14,0,819,13,6,0,0,18,0,0,0,18,0,0,18,10,0,0,0,16,0,0,0,16,0,0,16,25,3,0,0,31,0,0,0,31,0,0,31,741,55,13,9,819,9,0,9,826,14,0,849,345,17,3,3,366,4,0,4,376,10,0,383,0,0,0,0,0,0,0,0,0,0,3,4,1083,75,19,15,1192,16,0,16,1204,24,3,1235,344,27,0,3,379,7,3,7,382,9,0,394,436,25,3,3,470,15,0,15,484,8,0,489,13,0,0,0,18,0,0,0,18,0,0,18,3,0,0,3,3,0,0,0,3,0,0,5,800,54,5,9,867,19,3,18
LGA15520,69,4,0,0,79,0,0,0,77,3,0,83,183,21,4,0,202,0,0,0,209,11,0,218,34,7,4,0,40,0,0,0,40,0,0,40,0,0,0,0,0,0,0,0,0,3,0,4,283,30,11,3,330,0,0,5,328,14,0,343,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,3,8,0,0,0,8,0,0,0,8,0,0,8,288,30,11,3,332,0,0,5,338,14,0,348,108,14,6,8,132,0,0,0,138,3,0,141,0,0,0,0,0,0,0,0,0,0,0,0,400,42,13,11,470,4,0,3,472,20,0,492,114,8,0,3,121,0,0,0,125,4,0,125,203,23,10,0,230,3,0,3,231,4,0,242,11,3,0,0,19,0,0,0,19,0,0,19,0,0,0,5,6,0,0,0,6,0,0,6,326,29,8,12,371,4,0,4
LGA15560,14,3,0,0,15,0,0,0,16,0,0,16,39,3,0,3,47,0,0,0,47,0,0,46,3,5,3,0,13,0,0,0,13,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,59,8,3,4,76,0,0,0,78,0,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,3,0,0,0,3,0,0,3,65,8,3,8,83,0,0,0,80,0,0,83,50,3,0,0,52,0,0,0,52,5,0,56,0,0,0,0,0,0,0,0,0,0,0,0,108,13,3,4,132,0,0,0,131,8,0,143,39,4,0,0,43,0,0,0,45,3,0,51,59,3,0,0,65,3,0,4,68,4,0,73,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,108,6,0,0,113,3,0,3
LGA15650,67,6,4,3,77,7,0,7,81,0,0,88,198,26,4,3,238,0,0,0,237,3,0,238,66,11,4,0,77,0,0,0,73,0,0,75,6,0,0,3,6,0,0,0,6,0,0,9,334,41,8,11,395,3,0,3,407,11,0,414,11,0,0,0,11,3,0,3,16,4,0,15,10,3,0,3,14,0,0,0,14,0,0,14,23,3,0,3,22,3,0,3,29,4,0,30,357,46,8,10,423,6,0,6,432,14,0,446,244,31,14,4,299,29,4,31,323,43,0,368,3,0,0,0,3,0,0,0,3,0,8,10,604,75,21,20,720,33,4,41,762,62,8,824,136,8,6,0,153,0,0,0,153,7,0,163,305,12,3,3,322,3,0,5,322,3,0,330,6,3,6,0,13,0,0,0,13,0,0,13,3,0,0,3,3,0,0,0,3,0,0,11,451,23,8,9,495,3,0,5
LGA15700,44,11,0,0,54,3,0,3,57,8,0,68,124,34,3,0,159,10,3,13,171,16,0,186,28,11,4,0,45,3,0,3,42,0,0,48,0,0,0,5,6,0,0,0,6,0,0,6,199,54,6,4,264,16,3,19,280,21,0,305,0,0,0,0,0,0,0,0,0,4,0,7,3,0,0,0,9,3,0,3,9,0,0,9,8,0,0,0,7,3,0,3,8,4,0,10,201,56,6,4,271,20,3,22,288,28,0,315,149,46,0,5,201,20,0,20,223,24,0,244,0,0,0,0,0,0,0,0,0,0,0,0,350,97,11,11,473,38,3,38,509,52,0,567,107,28,0,0,140,9,0,7,147,15,0,162,157,52,11,0,224,9,3,13,234,22,0,262,7,3,0,0,13,0,0,0,13,0,0,13,4,0,0,6,10,0,0,0,10,0,0,10,279,83,15,6,383,19,5,21
LGA15750,93,3,0,3,99,0,0,0,99,3,0,105,210,13,3,0,225,0,0,0,225,6,0,229,44,0,5,0,46,0,0,0,46,0,0,46,4,0,0,0,11,0,0,0,11,0,0,11,351,17,7,5,377,0,0,0,377,5,0,392,0,3,0,4,3,0,0,0,3,0,0,3,3,0,0,0,3,3,0,3,4,0,0,7,3,3,0,4,6,3,0,0,12,0,0,13,355,19,7,10,386,3,0,0,390,5,3,401,138,10,0,3,149,11,0,10,161,12,0,173,0,0,0,0,0,0,0,0,0,0,3,3,487,29,10,6,533,11,3,11,550,23,3,578,175,13,5,0,200,0,0,0,200,4,0,199,261,14,4,3,287,0,0,0,288,0,0,288,4,0,6,0,15,0,0,0,15,0,0,15,9,0,0,5,15,0,0,0,15,0,0,15,452,26,19,12,511,0,0,0
LGA15800,24,0,0,0,23,0,0,0,24,0,0,23,78,13,5,3,95,0,0,0,99,3,0,100,17,0,0,0,27,0,0,0,27,0,0,27,3,0,0,0,5,0,0,0,5,0,0,5,125,16,7,6,147,3,0,3,148,3,0,152,4,0,0,0,4,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,7,0,0,0,7,0,0,7,127,16,7,6,155,3,0,3,152,3,0,160,56,8,0,0,66,0,0,4,73,3,0,79,3,0,0,0,3,0,0,0,3,0,0,3,188,26,9,3,223,6,0,7,232,12,0,240,66,5,0,0,75,0,0,0,75,0,0,74,104,5,0,0,116,3,0,3,115,11,0,128,3,0,0,0,3,0,0,0,3,0,0,3,3,0,0,4,4,0,0,0,4,0,0,4,181,13,5,8,200,3,0,3
LGA15850,34,3,0,0,41,0,0,0,41,0,0,41,79,5,4,5,93,0,3,8,99,0,0,99,20,3,0,0,28,0,0,0,28,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,138,9,5,3,161,0,4,5,169,0,0,165,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,3,3,0,0,0,3,0,0,0,3,0,0,3,143,9,3,3,163,4,4,5,170,0,0,170,52,9,0,4,57,9,0,16,77,13,0,89,0,0,0,0,0,0,0,0,0,0,0,0,195,15,3,10,225,14,7,22,250,13,0,261,80,0,0,0,79,0,0,0,79,3,0,85,74,19,0,3,96,4,0,4,100,6,0,106,8,0,0,0,8,0,0,0,8,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,161,18,0,3,183,4,0,4
LGA15900,744,140,6,4,901,25,7,28,931,60,0,992,2591,271,23,20,2902,27,3,27,2933,55,0,2989,626,79,47,8,760,9,4,10,768,14,3,783,28,0,0,19,48,0,0,0,48,5,0,57,3991,490,77,51,4608,54,16,73,4678,140,3,4823,42,13,0,0,51,7,3,11,60,3,0,65,77,13,0,3,97,8,3,7,103,3,0,104,112,26,0,3,146,15,8,21,168,5,0,176,4104,518,79,52,4753,71,27,90,4845,150,3,4995,1328,182,44,39,1594,67,15,87,1679,233,3,1910,6,3,0,5,13,0,0,0,13,8,12,37,5441,699,124,101,6356,138,39,178,6538,385,21,6943,1236,187,21,7,1455,27,6,40,1493,93,0,1590,2614,299,23,20,2951,42,10,57,3004,66,0,3074,105,16,17,0,135,4,0,4,136,7,0,143,25,3,0,25,48,0,0,0,48,3,0,52,3977,502,62,51,4588,80,16,95
