LGA_CODE_2016,C15_17F_EO_M_O_E_T,C15_17F_EO_M_LPENS,C15_17F_EO_M_T,C15_17F_O_EVWW_M_EO,C15_17F_O_EVWW_M_O_EVWW,C15_17F_O_EVWW_M_O_ENWNA,C15_17F_O_EVWW_M_O_PENS,C15_17F_O_EVWW_M_O_E_T,C15_17F_O_EVWW_M_LPENS,C15_17F_O_EVWW_M_T,C15_17F_O_ENWNA_M_EO,C15_17F_O_ENWNA_M_O_EVWW,C15_17F_O_ENWNA_M_O_ENWNA,C15_17F_O_ENWNA_M_O_PENS,C15_17F_O_ENWNA_M_O_E_T,C15_17F_O_ENWNA_M_LPENS,C15_17F_O_ENWNA_M_T,C15_17F_O_PENS_M_EO,C15_17F_O_PENS_M_O_EVWW,C15_17F_O_PENS_M_O_ENWNA,C15_17F_O_PENS_M_O_PENS,C15_17F_O_PENS_M_O_E_T,C15_17F_O_PENS_M_LPENS,C15_17F_O_PENS_M_T,C15_17F_O_E_T_M_EO,C15_17F_O_E_T_M_O_EVWW,C15_17F_O_E_T_M_O_ENWNA,C15_17F_O_E_T_M_O_PENS,C15_17F_O_E_T_M_O_E_T,C15_17F_O_E_T_M_LPENS,C15_17F_O_E_T_M_T,C15_17F_LPENS_M_EO,C15_17F_LPENS_M_O_EVWW,C15_17F_LPENS_M_O_ENWNA,C15_17F_LPENS_M_O_PENS,C15_17F_LPENS_M_O_E_T,C15_17F_LPENS_M_LPENS,C15_17F_LPENS_M_T,C15_17F_T_M_EO,C15_17F_T_M_O_EVWW,C15_17F_T_M_O_ENWNA,C15_17F_T_M_O_PENS,C15_17F_T_M_O_E_T,C15_17F_T_M_LPENS,C15_17F_T_M_T,C18_20F_EO_M_EO,C18_20F_EO_M_O_EVWW,C18_20F_EO_M_O_ENWNA,C18_20F_EO_M_O_PENS,C18_20F_EO_M_O_E_T,C18_20F_EO_M_LPENS,C18_20F_EO_M_T,C18_20F_O_EVWW_M_EO,C18_20F_O_EVWW_M_O_EVWW,C18_20F_O_EVWW_M_O_ENWNA,C18_20F_O_EVWW_M_O_PENS,C18_20F_O_EVWW_M_O_E_T,C18_20F_O_EVWW_M_LPENS,C18_20F_O_EVWW_M_T,C18_20F_O_ENWNA_M_EO,C18_20F_O_ENWNA_M_O_EVWW,C18_20F_O_ENWNA_M_O_ENWNA,C18_20F_O_ENWNA_M_O_PENS,C18_20F_O_ENWNA_M_O_E_T,C18_20F_O_ENWNA_M_LPENS,C18_20F_O_ENWNA_M_T,C18_20F_O_PENS_M_EO,C18_20F_O_PENS_M_O_EVWW,C18_20F_O_PENS_M_O_ENWNA,C18_20F_O_PENS_M_O_PENS,C18_20F_O_PENS_M_O_E_T,C18_20F_O_PENS_M_LPENS,C18_20F_O_PENS_M_T,C18_20F_O_E_T_M_EO,C18_20F_O_E_T_M_O_EVWW,C18_20F_O_E_T_M_O_ENWNA,C18_20F_O_E_T_M_O_PENS,C18_20F_O_E_T_M_O_E_T,C18_20F_O_E_T_M_LPENS,C18_20F_O_E_T_M_T,C18_20F_LPENS_M_EO,C18_20F_LPENS_M_O_EVWW,C18_20F_LPENS_M_O_ENWNA,C18_20F_LPENS_M_O_PENS,C18_20F_LPENS_M_O_E_T,C18_20F_LPENS_M_LPENS,C18_20F_LPENS_M_T,C18_20F_T_M_EO,C18_20F_T_M_O_EVWW,C18_20F_T_M_O_ENWNA,C18_20F_T_M_O_PENS,C18_20F_T_M_O_E_T,C18_20F_T_M_LPENS,C18_20F_T_M_T,C21_24F_EO_M_EO,C21_24F_EO_M_O_EVWW,C21_24F_EO_M_O_ENWNA,C21_24F_EO_M_O_PENS,C21_24F_EO_M_O_E_T,C21_24F_EO_M_LPENS,C21_24F_EO_M_T,C21_24F_O_EVWW_M_EO,C21_24F_O_EVWW_M_O_EVWW,C21_24F_O_EVWW_M_O_ENWNA,C21_24F_O_EVWW_M_O_PENS,C21_24F_O_EVWW_M_O_E_T,C21_24F_O_EVWW_M_LPENS,C21_24F_O_EVWW_M_T,C21_24F_O_ENWNA_M_EO,C21_24F_O_ENWNA_M_O_EVWW,C21_24F_O_ENWNA_M_O_ENWNA,C21_24F_O_ENWNA_M_O_PENS,C21_24F_O_ENWNA_M_O_E_T,C21_24F_O_ENWNA_M_LPENS,C21_24F_O_ENWNA_M_T,C21_24F_O_PENS_M_EO,C21_24F_O_PENS_M_O_EVWW,C21_24F_O_PENS_M_O_ENWNA,C21_24F_O_PENS_M_O_PENS,C21_24F_O_PENS_M_O_E_T,C21_24F_O_PENS_M_LPENS,C21_24F_O_PENS_M_T,C21_24F_O_E_T_M_EO,C21_24F_O_E_T_M_O_EVWW,C21_24F_O_E_T_M_O_ENWNA,C21_24F_O_E_T_M_O_PENS,C21_24F_O_E_T_M_O_E_T,C21_24F_O_E_T_M_LPENS,C21_24F_O_E_T_M_T,C21_24F_LPENS_M_EO,C21_24F_LPENS_M_O_EVWW,C21_24F_LPENS_M_O_ENWNA,C21_24F_LPENS_M_O_PENS,C21_24F_LPENS_M_O_E_T,C21_24F_LPENS_M_LPENS,C21_24F_LPENS_M_T,C21_24F_T_M_EO,C21_24F_T_M_O_EVWW,C21_24F_T_M_O_ENWNA,C21_24F_T_M_O_PENS,C21_24F_T_M_O_E_T,C21_24F_T_M_LPENS,C21_24F_T_M_T,TCF_EO_M_EO,TCF_EO_M_O_EVWW,TCF_EO_M_O_ENWNA,TCF_EO_M_O_PENS,TCF_EO_M_O_E_T,TCF_EO_M_LPENS,TCF_EO_M_T,TCF_O_EVWW_M_EO,TCF_O_EVWW_M_O_EVWW,TCF_O_EVWW_M_O_ENWNA,TCF_O_EVWW_M_O_PENS,TCF_O_EVWW_M_O_E_T,TCF_O_EVWW_M_LPENS,TCF_O_EVWW_M_T,TCF_O_ENWNA_M_EO,TCF_O_ENWNA_M_O_EVWW,TCF_O_ENWNA_M_O_ENWNA,TCF_O_ENWNA_M_O_PENS,TCF_O_ENWNA_M_O_E_T,TCF_O_ENWNA_M_LPENS,TCF_O_ENWNA_M_T,TCF_O_PENS_M_EO,TCF_O_PENS_M_O_EVWW,TCF_O_PENS_M_O_ENWNA,TCF_O_PENS_M_O_PENS,TCF_O_PENS_M_O_E_T,TCF_O_PENS_M_LPENS,TCF_O_PENS_M_T,TCF_O_E_T_M_EO,TCF_O_E_T_M_O_EVWW,TCF_O_E_T_M_O_ENWNA,TCF_O_E_T_M_O_PENS,TCF_O_E_T_M_O_E_T,TCF_O_E_T_M_LPENS,TCF_O_E_T_M_T,TCF_LPENS_M_EO,TCF_LPENS_M_O_EVWW,TCF_LPENS_M_O_ENWNA,TCF_LPENS_M_O_PENS,TCF_LPENS_M_O_E_T,TCF_LPENS_M_LPENS,TCF_LPENS_M_T,TCF_T_M_EO,TCF_T_M_O_EVWW,TCF_T_M_O_ENWNA,TCF_T_M_O_PENS,TCF_T_M_O_E_T,TCF_T_M_LPENS,TCF_T_M_T
LGA14600,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,3,0,0,3,0,74,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,7,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,7,895,0,0,0,0,0,898,13,24,0,0,24,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,26,0,0,26,0,32,0,0,0,0,0,10,12,908,24,0,0,24,10,943
LGA14650,54,0,3990,114,129,7,3,137,0,250,0,12,12,0,21,0,21,0,0,0,0,0,0,0,109,134,14,3,159,0,270,3,0,0,0,0,11,12,4052,190,14,3,209,8,4271,1483,15,0,3,17,0,1507,27,50,10,0,59,0,89,0,4,3,0,7,0,7,0,0,0,0,0,0,3,31,55,11,0,64,0,97,3,0,0,0,0,3,3,1516,75,11,3,86,0,1609,671,7,0,0,7,0,675,21,34,0,0,38,0,57,0,7,0,0,6,0,5,0,0,0,0,0,0,0,25,39,3,0,44,0,69,0,0,0,0,0,0,0,687,51,3,0,50,0,745,29585,496,3,9,507,40,30126,797,1187,59,7,1247,0,2046,21,63,41,3,107,0,130,5,15,0,0,15,0,25,826,1265,100,6,1368,0,2199,35,0,0,0,0,44,85,30451,1758,105,17,1883,79,32409
LGA14700,13,0,603,43,107,4,0,114,0,155,0,7,15,0,16,0,16,0,0,0,0,0,0,0,43,114,15,0,133,0,175,0,0,0,0,0,0,0,628,129,15,3,146,0,773,345,9,0,0,9,0,362,21,79,0,0,81,0,107,0,6,6,0,9,0,8,0,0,0,0,0,0,0,21,86,5,0,92,0,117,0,0,0,0,0,0,0,369,96,5,0,107,0,476,183,8,0,0,8,0,191,9,43,3,0,45,0,57,0,0,0,0,4,0,4,0,0,0,0,0,0,0,14,41,3,0,48,0,58,0,0,0,0,0,0,0,194,53,3,0,57,0,251,4772,179,6,3,186,0,4959,527,1339,36,5,1378,0,1907,9,75,56,0,134,0,146,7,7,0,3,10,0,10,542,1419,94,7,1523,0,2065,5,0,0,0,0,0,5,5323,1597,101,9,1705,0,7030
LGA14750,0,0,230,3,18,0,0,18,0,22,0,0,0,0,3,0,3,0,0,0,0,0,0,0,7,16,0,0,15,0,23,0,0,0,0,0,0,0,230,19,0,0,17,0,252,27,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,34,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,5,1539,26,0,0,26,4,1567,23,120,4,0,122,0,149,0,11,8,0,18,0,18,0,4,0,0,4,0,5,29,131,9,0,144,0,165,0,0,0,0,0,0,3,1567,154,9,0,167,7,1740
LGA14850,15,9,803,25,23,3,0,25,0,51,0,0,3,0,3,0,3,0,0,0,0,0,0,0,25,23,5,0,27,0,56,0,0,0,0,0,0,0,802,40,5,0,46,10,856,195,0,0,0,0,0,199,6,0,0,0,3,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,3,0,12,0,0,0,0,0,0,0,206,4,0,0,6,0,207,46,0,0,0,0,0,47,0,3,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,0,0,0,0,0,46,0,0,0,3,0,53,5418,109,4,0,114,14,5544,185,223,14,5,243,0,424,0,4,17,0,19,0,24,0,3,0,0,3,0,7,189,233,24,5,261,0,452,17,0,0,0,0,5,23,5622,347,35,5,382,18,6024
LGA14870,7,0,362,5,3,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,3,0,8,0,0,0,0,0,0,0,367,9,0,0,9,0,372,73,0,0,0,0,0,71,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,4,0,0,0,0,0,0,0,72,0,0,0,4,0,80,22,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,20,2533,31,3,3,39,6,2576,57,69,5,3,77,3,132,7,4,13,0,20,0,26,0,0,0,0,0,0,0,60,73,16,3,95,3,156,0,0,0,0,0,17,15,2596,107,19,3,133,24,2751
LGA14900,178,0,1861,164,2725,213,12,2951,0,3117,3,325,378,3,705,0,715,0,19,3,6,25,0,30,172,3062,599,24,3684,3,3857,0,3,0,0,3,6,9,1856,3239,606,27,3863,9,5731,640,71,3,3,78,0,720,93,1822,145,7,1976,0,2064,0,230,292,0,530,0,531,0,17,0,6,25,0,25,93,2069,441,18,2527,0,2622,0,0,0,0,0,3,5,733,2141,445,20,2603,4,3344,302,26,0,0,25,0,331,35,891,58,4,952,0,981,0,119,186,0,299,0,304,0,6,3,3,10,0,10,32,1013,248,8,1263,0,1300,0,0,0,0,0,3,6,337,1037,248,8,1290,3,1634,12629,1579,31,24,1637,15,14276,1750,22286,1601,112,23999,9,25755,49,2569,2457,16,5047,4,5096,12,150,33,82,267,0,280,1813,25008,4093,212,29314,12,31139,40,16,0,7,29,75,140,14479,26603,4121,244,30976,104,45550
LGA14920,0,0,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,125,0,0,0,0,0,126,23,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,23,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6,1017,3,0,0,3,0,1023,0,13,0,0,13,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,16,0,16,19,0,0,0,0,0,20,1036,14,0,0,14,0,1051
LGA14950,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,0,0,0,0,63,9,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,9,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,539,0,0,0,0,0,542,3,3,5,0,11,0,10,0,0,3,0,3,0,3,0,0,0,0,0,0,0,3,3,7,0,13,0,17,0,0,0,0,0,0,0,540,3,7,0,13,0,560
LGA15050,16,0,1637,17,62,3,0,67,0,86,0,3,0,0,0,0,7,0,0,0,0,0,0,0,24,67,3,0,68,0,90,3,0,0,0,0,0,3,1648,82,3,0,88,4,1732,511,3,0,0,3,0,517,6,23,3,0,30,0,35,0,0,0,0,3,0,3,0,0,0,0,0,0,0,6,30,3,0,32,0,36,0,0,0,0,0,0,0,519,34,3,0,32,0,555,203,0,0,0,0,0,206,3,6,0,0,12,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,12,0,15,0,0,0,0,0,0,0,208,6,0,0,12,0,216,12997,206,0,0,209,20,13228,234,578,29,0,606,0,845,5,32,11,3,48,0,55,5,0,0,0,0,0,8,247,611,46,3,658,0,901,20,0,0,3,4,6,29,13257,814,43,5,865,30,14151
LGA15240,17,3,1523,22,30,3,0,31,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,30,3,0,34,0,57,8,0,0,0,0,5,13,1534,47,3,0,50,9,1591,250,3,0,0,3,0,256,3,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,7,0,9,0,0,0,0,0,0,0,260,9,0,0,10,0,267,56,0,0,0,0,0,56,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,60,0,0,0,0,0,57,9893,99,0,0,106,44,10037,179,254,6,0,265,6,449,4,10,13,0,24,0,30,0,0,0,3,3,0,7,185,265,19,3,288,6,484,32,0,0,0,0,33,60,10103,370,19,3,394,82,10582
LGA15270,3,0,418,7,10,0,0,10,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,10,0,0,10,0,13,0,0,0,0,0,0,0,421,10,0,0,10,0,436,60,0,0,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,3,0,0,3,0,63,10,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,9,3678,25,0,0,25,8,3711,64,69,7,0,77,0,140,0,8,9,0,12,0,12,0,0,0,0,0,0,0,64,76,16,0,93,0,152,9,0,0,0,0,16,23,3750,106,16,0,116,20,3891
LGA15300,3,0,153,0,7,0,0,7,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,7,0,5,0,0,0,0,0,0,0,156,5,0,0,5,0,161,14,0,0,0,0,0,14,0,3,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,0,0,0,0,0,14,3,0,0,3,0,14,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,1624,18,0,0,18,5,1646,31,88,0,0,88,0,121,0,3,0,0,3,0,5,0,0,0,0,0,0,0,35,90,0,0,90,0,126,3,0,0,0,0,14,17,1667,107,0,0,112,18,1795
LGA15350,20,0,570,20,68,0,0,70,0,94,0,0,3,0,6,0,6,0,0,0,0,0,0,0,20,75,6,0,78,0,98,0,0,0,0,0,0,0,577,93,6,0,98,0,672,328,8,0,0,8,0,334,18,35,3,0,34,0,50,0,0,3,0,3,0,3,0,0,0,0,0,0,0,18,35,3,0,37,0,56,0,0,0,0,0,0,0,347,39,3,0,49,0,389,173,4,0,0,4,0,174,3,20,0,0,20,0,23,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,22,0,0,24,0,25,0,0,0,0,0,0,0,180,20,0,0,25,0,203,4047,149,0,0,146,8,4204,268,621,14,0,636,0,908,0,29,15,0,46,0,46,0,4,0,3,3,0,7,277,651,33,3,688,0,967,3,0,0,0,0,0,3,4327,802,33,3,839,11,5178
LGA15520,0,0,220,0,3,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,0,0,0,0,0,221,3,0,0,3,0,226,45,0,0,0,0,0,45,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,51,0,0,0,0,0,51,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,1670,17,0,0,17,10,1694,18,35,9,0,43,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,35,12,0,47,0,67,5,0,0,0,0,3,14,1697,54,12,0,64,16,1768
LGA15560,0,0,78,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,79,0,0,0,0,0,75,6,0,0,0,0,0,6,0,4,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,4,0,0,0,0,0,0,0,6,4,0,0,4,0,12,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,525,3,0,0,3,0,526,8,21,0,0,20,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,21,0,0,20,0,30,4,0,0,0,0,0,4,535,19,0,0,18,0,558
LGA15650,0,0,298,3,10,0,0,10,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,14,0,0,14,0,23,0,0,0,0,0,0,0,301,17,0,0,17,3,321,51,0,0,0,0,0,51,0,3,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,6,0,0,0,0,0,0,0,52,3,0,0,3,0,58,10,0,0,0,0,0,10,0,3,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,0,0,0,0,0,10,3,0,0,3,0,12,2536,19,0,0,19,3,2563,50,118,4,0,122,0,172,0,17,0,0,17,0,15,0,0,0,0,0,0,0,50,136,4,0,140,0,188,0,0,0,0,0,10,10,2585,156,4,0,159,15,2760
LGA15700,6,0,304,6,5,0,0,5,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,0,8,0,12,3,0,0,0,0,0,3,308,7,0,0,13,0,325,46,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,48,14,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,14,2132,26,0,0,26,4,2168,67,29,0,0,32,3,98,0,0,4,0,4,0,4,0,0,0,0,0,0,0,67,29,3,0,31,3,104,6,0,0,0,0,5,9,2209,54,3,0,56,18,2278
LGA15750,3,0,215,0,3,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,5,3,0,0,0,0,0,3,218,7,0,0,3,0,222,38,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,38,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,1950,17,0,0,17,12,1975,35,27,0,0,26,0,62,0,5,3,0,6,0,6,0,0,0,0,0,0,0,35,30,4,0,35,0,69,15,0,0,0,0,4,14,1998,42,4,0,49,12,2059
LGA15800,0,0,104,0,3,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,0,0,0,0,0,104,3,0,0,3,0,107,8,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,8,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,812,6,0,0,6,3,821,16,27,0,0,27,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,27,0,0,27,0,39,0,0,0,0,0,0,0,825,32,0,0,32,3,861
LGA15850,0,0,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,0,0,0,0,0,107,15,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,15,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,880,0,0,0,0,0,880,10,9,0,0,9,0,18,0,5,0,0,5,0,5,0,0,0,0,0,0,0,10,14,0,0,14,0,24,0,0,0,0,0,3,3,891,14,0,0,14,3,914
LGA15900,55,6,2415,63,156,14,0,172,0,235,0,30,14,0,43,0,45,0,0,0,0,0,0,0,62,184,28,0,216,0,282,3,0,0,0,0,0,5,2418,244,28,3,275,5,2696,868,22,0,0,22,0,886,30,69,8,0,77,0,108,0,8,4,0,12,0,17,0,0,0,0,0,0,0,34,82,14,0,98,0,128,0,0,0,0,0,0,3,898,99,14,0,114,0,1017,436,6,0,0,6,0,450,5,30,4,0,37,0,45,0,3,7,0,12,0,12,3,0,0,0,0,0,3,8,41,14,0,48,0,61,0,0,0,0,0,0,0,449,46,14,0,61,0,504,19341,502,5,4,506,28,19875,734,1805,93,8,1908,3,2645,12,249,157,0,405,0,419,6,16,3,0,19,0,27,755,2068,250,8,2326,3,3087,30,0,0,0,0,23,53,20125,2568,255,10,2841,47,23011
LGA15950,18,0,416,39,107,3,0,119,0,153,0,4,4,0,15,0,15,3,0,0,0,3,0,7,40,115,13,0,128,0,175,0,0,0,0,0,0,0,443,135,13,0,155,0,589,223,6,0,0,6,0,233,22,66,7,0,71,0,97,0,7,7,0,12,0,12,0,0,0,0,0,0,0,22,70,14,0,87,0,108,0,0,0,0,0,0,0,244,78,14,0,94,0,337,162,9,0,0,9,0,171,15,30,5,0,35,0,51,0,0,5,0,9,0,11,0,0,0,0,0,0,0,13,29,10,0,45,0,59,0,0,0,0,0,0,0,178,43,10,0,49,0,232,4966,256,0,0,259,0,5223,623,1668,48,3,1717,0,2342,7,103,55,0,157,0,164,9,0,0,0,3,0,11,633,1768,107,4,1878,0,2515,3,7,0,0,7,0,8,5596,2030,106,3,2143,3,7744
LGA15990,150,7,5206,312,660,43,0,698,0,1010,0,48,46,0,92,0,91,3,4,0,0,11,0,12,313,711,85,3,798,0,1115,6,0,0,0,0,0,9,5372,858,85,3,952,6,6328,2276,54,3,0,60,0,2330,137,364,19,0,383,0,524,0,22,32,0,54,0,55,0,0,0,0,3,0,3,138,393,49,0,441,0,579,0,0,0,0,0,0,0,2414,443,55,4,500,0,2914,1076,23,0,0,22,0,1100,51,189,17,0,209,0,253,0,17,21,0,36,0,39,0,0,0,0,0,0,0,52,209,36,0,249,0,298,0,0,0,0,0,0,0,1129,234,36,0,274,0,1403,40548,1441,13,13,1471,53,42077,2960,5716,225,14,5949,8,8915,17,281,226,3,510,0,534,12,17,3,7,30,0,39,2989,6016,452,23,6492,10,9485,32,10,0,0,10,24,68,43570,7464,464,37,7971,89,51623
LGA16100,0,0,115,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,113,4,0,0,4,0,120,22,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,22,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,712,9,0,0,9,0,715,8,22,0,0,22,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,24,0,0,24,0,31,0,0,0,0,0,0,0,723,31,0,0,31,0,748
LGA16150,16,0,746,15,28,3,0,29,0,47,3,0,0,0,3,0,5,0,0,0,0,0,0,0,18,31,6,0,33,0,51,0,0,0,0,0,0,0,749,46,6,0,49,3,800,164,3,0,0,3,0,169,5,11,0,0,12,0,17,0,3,0,0,3,0,0,0,0,0,0,0,0,0,4,10,0,0,12,0,14,0,0,0,0,0,0,0,166,14,0,0,16,0,184,32,0,0,0,0,0,32,0,3,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,0,0,0,0,0,32,3,0,0,3,0,40,6035,91,5,4,101,9,6143,131,399,18,0,419,0,546,3,25,19,0,47,0,49,0,9,0,3,7,0,11,136,431,39,3,474,0,610,10,3,0,0,3,9,22,6173,527,40,6,576,16,6770
