GEO.id,Id
GEO.id2,Id2
GEO.display-label,Geography
HC04_EST_VC50,Married-couple families  - Percent below poverty level; Estimate; NUMBER OF PEOPLE IN FAMILY - 7 or more people
HC04_MOE_VC50,Married-couple families  - Percent below poverty level; Margin of Error; NUMBER OF PEOPLE IN FAMILY - 7 or more people
HC05_EST_VC50,"Female householder, no husband present  - Total; Estimate; NUMBER OF PEOPLE IN FAMILY - 7 or more people"
HC05_MOE_VC50,"Female householder, no husband present  - Total; Margin of Error; NUMBER OF PEOPLE IN FAMILY - 7 or more people"
HC06_EST_VC50,"Female householder, no husband present  - Percent below poverty level; Estimate; NUMBER OF PEOPLE IN FAMILY - 7 or more people"
HC06_MOE_VC50,"Female householder, no husband present  - Percent below poverty level; Margin of Error; NUMBER OF PEOPLE IN FAMILY - 7 or more people"
HC01_EST_VC53,All families  - Total; Estimate; NUMBER OF WORKERS IN FAMILY - No workers
HC01_MOE_VC53,All families  - Total; Margin of Error; NUMBER OF WORKERS IN FAMILY - No workers
HC02_EST_VC53,All families  - Percent below poverty level; Estimate; NUMBER OF WORKERS IN FAMILY - No workers
HC02_MOE_VC53,All families  - Percent below poverty level; Margin of Error; NUMBER OF WORKERS IN FAMILY - No workers
HC03_EST_VC53,Married-couple families  - Total; Estimate; NUMBER OF WORKERS IN FAMILY - No workers
HC03_MOE_VC53,Married-couple families  - Total; Margin of Error; NUMBER OF WORKERS IN FAMILY - No workers
HC04_EST_VC53,Married-couple families  - Percent below poverty level; Estimate; NUMBER OF WORKERS IN FAMILY - No workers
HC04_MOE_VC53,Married-couple families  - Percent below poverty level; Margin of Error; NUMBER OF WORKERS IN FAMILY - No workers
HC05_EST_VC53,"Female householder, no husband present  - Total; Estimate; NUMBER OF WORKERS IN FAMILY - No workers"
HC05_MOE_VC53,"Female householder, no husband present  - Total; Margin of Error; NUMBER OF WORKERS IN FAMILY - No workers"
HC06_EST_VC53,"Female householder, no husband present  - Percent below poverty level; Estimate; NUMBER OF WORKERS IN FAMILY - No workers"
HC06_MOE_VC53,"Female householder, no husband present  - Percent below poverty level; Margin of Error; NUMBER OF WORKERS IN FAMILY - No workers"
HC01_EST_VC54,All families  - Total; Estimate; NUMBER OF WORKERS IN FAMILY - 1 worker
HC01_MOE_VC54,All families  - Total; Margin of Error; NUMBER OF WORKERS IN FAMILY - 1 worker
HC02_EST_VC54,All families  - Percent below poverty level; Estimate; NUMBER OF WORKERS IN FAMILY - 1 worker
HC02_MOE_VC54,All families  - Percent below poverty level; Margin of Error; NUMBER OF WORKERS IN FAMILY - 1 worker
HC03_EST_VC54,Married-couple families  - Total; Estimate; NUMBER OF WORKERS IN FAMILY - 1 worker
HC03_MOE_VC54,Married-couple families  - Total; Margin of Error; NUMBER OF WORKERS IN FAMILY - 1 worker
HC04_EST_VC54,Married-couple families  - Percent below poverty level; Estimate; NUMBER OF WORKERS IN FAMILY - 1 worker
HC04_MOE_VC54,Married-couple families  - Percent below poverty level; Margin of Error; NUMBER OF WORKERS IN FAMILY - 1 worker
HC05_EST_VC54,"Female householder, no husband present  - Total; Estimate; NUMBER OF WORKERS IN FAMILY - 1 worker"
HC05_MOE_VC54,"Female householder, no husband present  - Total; Margin of Error; NUMBER OF WORKERS IN FAMILY - 1 worker"
HC06_EST_VC54,"Female householder, no husband present  - Percent below poverty level; Estimate; NUMBER OF WORKERS IN FAMILY - 1 worker"
HC06_MOE_VC54,"Female householder, no husband present  - Percent below poverty level; Margin of Error; NUMBER OF WORKERS IN FAMILY - 1 worker"
HC01_EST_VC55,All families  - Total; Estimate; NUMBER OF WORKERS IN FAMILY - 2 workers
HC01_MOE_VC55,All families  - Total; Margin of Error; NUMBER OF WORKERS IN FAMILY - 2 workers
HC02_EST_VC55,All families  - Percent below poverty level; Estimate; NUMBER OF WORKERS IN FAMILY - 2 workers
HC02_MOE_VC55,All families  - Percent below poverty level; Margin of Error; NUMBER OF WORKERS IN FAMILY - 2 workers
HC03_EST_VC55,Married-couple families  - Total; Estimate; NUMBER OF WORKERS IN FAMILY - 2 workers
HC03_MOE_VC55,Married-couple families  - Total; Margin of Error; NUMBER OF WORKERS IN FAMILY - 2 workers
HC04_EST_VC55,Married-couple families  - Percent below poverty level; Estimate; NUMBER OF WORKERS IN FAMILY - 2 workers
HC04_MOE_VC55,Married-couple families  - Percent below poverty level; Margin of Error; NUMBER OF WORKERS IN FAMILY - 2 workers
HC05_EST_VC55,"Female householder, no husband present  - Total; Estimate; NUMBER OF WORKERS IN FAMILY - 2 workers"
HC05_MOE_VC55,"Female householder, no husband present  - Total; Margin of Error; NUMBER OF WORKERS IN FAMILY - 2 workers"
HC06_EST_VC55,"Female householder, no husband present  - Percent below poverty level; Estimate; NUMBER OF WORKERS IN FAMILY - 2 workers"
HC06_MOE_VC55,"Female householder, no husband present  - Percent below poverty level; Margin of Error; NUMBER OF WORKERS IN FAMILY - 2 workers"
HC01_EST_VC56,All families  - Total; Estimate; NUMBER OF WORKERS IN FAMILY - 3 or more workers
HC01_MOE_VC56,All families  - Total; Margin of Error; NUMBER OF WORKERS IN FAMILY - 3 or more workers
HC02_EST_VC56,All families  - Percent below poverty level; Estimate; NUMBER OF WORKERS IN FAMILY - 3 or more workers
HC02_MOE_VC56,All families  - Percent below poverty level; Margin of Error; NUMBER OF WORKERS IN FAMILY - 3 or more workers
HC03_EST_VC56,Married-couple families  - Total; Estimate; NUMBER OF WORKERS IN FAMILY - 3 or more workers
HC03_MOE_VC56,Married-couple families  - Total; Margin of Error; NUMBER OF WORKERS IN FAMILY - 3 or more workers
HC04_EST_VC56,Married-couple families  - Percent below poverty level; Estimate; NUMBER OF WORKERS IN FAMILY - 3 or more workers
HC04_MOE_VC56,Married-couple families  - Percent below poverty level; Margin of Error; NUMBER OF WORKERS IN FAMILY - 3 or more workers
HC05_EST_VC56,"Female householder, no husband present  - Total; Estimate; NUMBER OF WORKERS IN FAMILY - 3 or more workers"
HC05_MOE_VC56,"Female householder, no husband present  - Total; Margin of Error; NUMBER OF WORKERS IN FAMILY - 3 or more workers"
HC06_EST_VC56,"Female householder, no husband present  - Percent below poverty level; Estimate; NUMBER OF WORKERS IN FAMILY - 3 or more workers"
HC06_MOE_VC56,"Female householder, no husband present  - Percent below poverty level; Margin of Error; NUMBER OF WORKERS IN FAMILY - 3 or more workers"
HC01_EST_VC59,All families  - Total; Estimate; INCOME DEFICIT - Mean income deficit for families (dollars)
HC01_MOE_VC59,All families  - Total; Margin of Error; INCOME DEFICIT - Mean income deficit for families (dollars)
HC02_EST_VC59,All families  - Percent below poverty level; Estimate; INCOME DEFICIT - Mean income deficit for families (dollars)
HC02_MOE_VC59,All families  - Percent below poverty level; Margin of Error; INCOME DEFICIT - Mean income deficit for families (dollars)
HC03_EST_VC59,Married-couple families  - Total; Estimate; INCOME DEFICIT - Mean income deficit for families (dollars)
HC03_MOE_VC59,Married-couple families  - Total; Margin of Error; INCOME DEFICIT - Mean income deficit for families (dollars)
HC04_EST_VC59,Married-couple families  - Percent below poverty level; Estimate; INCOME DEFICIT - Mean income deficit for families (dollars)
HC04_MOE_VC59,Married-couple families  - Percent below poverty level; Margin of Error; INCOME DEFICIT - Mean income deficit for families (dollars)
HC05_EST_VC59,"Female householder, no husband present  - Total; Estimate; INCOME DEFICIT - Mean income deficit for families (dollars)"
HC05_MOE_VC59,"Female householder, no husband present  - Total; Margin of Error; INCOME DEFICIT - Mean income deficit for families (dollars)"
HC06_EST_VC59,"Female householder, no husband present  - Percent below poverty level; Estimate; INCOME DEFICIT - Mean income deficit for families (dollars)"
HC06_MOE_VC59,"Female householder, no husband present  - Percent below poverty level; Margin of Error; INCOME DEFICIT - Mean income deficit for families (dollars)"
HC01_EST_VC62,All families  - Total; Estimate; TENURE - Owner occupied
HC01_MOE_VC62,All families  - Total; Margin of Error; TENURE - Owner occupied
HC02_EST_VC62,All families  - Percent below poverty level; Estimate; TENURE - Owner occupied
HC02_MOE_VC62,All families  - Percent below poverty level; Margin of Error; TENURE - Owner occupied
HC03_EST_VC62,Married-couple families  - Total; Estimate; TENURE - Owner occupied
HC03_MOE_VC62,Married-couple families  - Total; Margin of Error; TENURE - Owner occupied
HC04_EST_VC62,Married-couple families  - Percent below poverty level; Estimate; TENURE - Owner occupied
HC04_MOE_VC62,Married-couple families  - Percent below poverty level; Margin of Error; TENURE - Owner occupied
HC05_EST_VC62,"Female householder, no husband present  - Total; Estimate; TENURE - Owner occupied"
HC05_MOE_VC62,"Female householder, no husband present  - Total; Margin of Error; TENURE - Owner occupied"
HC06_EST_VC62,"Female householder, no husband present  - Percent below poverty level; Estimate; TENURE - Owner occupied"
HC06_MOE_VC62,"Female householder, no husband present  - Percent below poverty level; Margin of Error; TENURE - Owner occupied"
HC01_EST_VC63,All families  - Total; Estimate; TENURE - Renter Occupied
HC01_MOE_VC63,All families  - Total; Margin of Error; TENURE - Renter Occupied
HC02_EST_VC63,All families  - Percent below poverty level; Estimate; TENURE - Renter Occupied
HC02_MOE_VC63,All families  - Percent below poverty level; Margin of Error; TENURE - Renter Occupied
HC03_EST_VC63,Married-couple families  - Total; Estimate; TENURE - Renter Occupied
HC03_MOE_VC63,Married-couple families  - Total; Margin of Error; TENURE - Renter Occupied
HC04_EST_VC63,Married-couple families  - Percent below poverty level; Estimate; TENURE - Renter Occupied
HC04_MOE_VC63,Married-couple families  - Percent below poverty level; Margin of Error; TENURE - Renter Occupied
HC05_EST_VC63,"Female householder, no husband present  - Total; Estimate; TENURE - Renter Occupied"
HC05_MOE_VC63,"Female householder, no husband present  - Total; Margin of Error; TENURE - Renter Occupied"
HC06_EST_VC63,"Female householder, no husband present  - Percent below poverty level; Estimate; TENURE - Renter Occupied"
HC06_MOE_VC63,"Female householder, no husband present  - Percent below poverty level; Margin of Error; TENURE - Renter Occupied"
HC01_EST_VC66,All families  - Total; Estimate; ALL FAMILIES WITH INCOME BELOW THE FOLLOWING POVERTY RATIOS - 50 percent of poverty level
HC01_MOE_VC66,All families  - Total; Margin of Error; ALL FAMILIES WITH INCOME BELOW THE FOLLOWING POVERTY RATIOS - 50 percent of poverty level
HC02_EST_VC66,All families  - Percent below poverty level; Estimate; ALL FAMILIES WITH INCOME BELOW THE FOLLOWING POVERTY RATIOS - 50 percent of poverty level
HC02_MOE_VC66,All families  - Percent below poverty level; Margin of Error; ALL FAMILIES WITH INCOME BELOW THE FOLLOWING POVERTY RATIOS - 50 percent of poverty level
HC03_EST_VC66,Married-couple families  - Total; Estimate; ALL FAMILIES WITH INCOME BELOW THE FOLLOWING POVERTY RATIOS - 50 percent of poverty level
HC03_MOE_VC66,Married-couple families  - Total; Margin of Error; ALL FAMILIES WITH INCOME BELOW THE FOLLOWING POVERTY RATIOS - 50 percent of poverty level
HC04_EST_VC66,Married-couple families  - Percent below poverty level; Estimate; ALL FAMILIES WITH INCOME BELOW THE FOLLOWING POVERTY RATIOS - 50 percent of poverty level
HC04_MOE_VC66,Married-couple families  - Percent below poverty level; Margin of Error; ALL FAMILIES WITH INCOME BELOW THE FOLLOWING POVERTY RATIOS - 50 percent of poverty level
HC05_EST_VC66,"Female householder, no husband present  - Total; Estimate; ALL FAMILIES WITH INCOME BELOW THE FOLLOWING POVERTY RATIOS - 50 percent of poverty level"
HC05_MOE_VC66,"Female householder, no husband present  - Total; Margin of Error; ALL FAMILIES WITH INCOME BELOW THE FOLLOWING POVERTY RATIOS - 50 percent of poverty level"
HC06_EST_VC66,"Female householder, no husband present  - Percent below poverty level; Estimate; ALL FAMILIES WITH INCOME BELOW THE FOLLOWING POVERTY RATIOS - 50 percent of poverty level"
HC06_MOE_VC66,"Female householder, no husband present  - Percent below poverty level; Margin of Error; ALL FAMILIES WITH INCOME BELOW THE FOLLOWING POVERTY RATIOS - 50 percent of poverty level"
HC01_EST_VC67,All families  - Total; Estimate; ALL FAMILIES WITH INCOME BELOW THE FOLLOWING POVERTY RATIOS - 125 percent of poverty level
HC01_MOE_VC67,All families  - Total; Margin of Error; ALL FAMILIES WITH INCOME BELOW THE FOLLOWING POVERTY RATIOS - 125 percent of poverty level
HC02_EST_VC67,All families  - Percent below poverty level; Estimate; ALL FAMILIES WITH INCOME BELOW THE FOLLOWING POVERTY RATIOS - 125 percent of poverty level
HC02_MOE_VC67,All families  - Percent below poverty level; Margin of Error; ALL FAMILIES WITH INCOME BELOW THE FOLLOWING POVERTY RATIOS - 125 percent of poverty level
HC03_EST_VC67,Married-couple families  - Total; Estimate; ALL FAMILIES WITH INCOME BELOW THE FOLLOWING POVERTY RATIOS - 125 percent of poverty level
HC03_MOE_VC67,Married-couple families  - Total; Margin of Error; ALL FAMILIES WITH INCOME BELOW THE FOLLOWING POVERTY RATIOS - 125 percent of poverty level
HC04_EST_VC67,Married-couple families  - Percent below poverty level; Estimate; ALL FAMILIES WITH INCOME BELOW THE FOLLOWING POVERTY RATIOS - 125 percent of poverty level
HC04_MOE_VC67,Married-couple families  - Percent below poverty level; Margin of Error; ALL FAMILIES WITH INCOME BELOW THE FOLLOWING POVERTY RATIOS - 125 percent of poverty level
HC05_EST_VC67,"Female householder, no husband present  - Total; Estimate; ALL FAMILIES WITH INCOME BELOW THE FOLLOWING POVERTY RATIOS - 125 percent of poverty level"
HC05_MOE_VC67,"Female householder, no husband present  - Total; Margin of Error; ALL FAMILIES WITH INCOME BELOW THE FOLLOWING POVERTY RATIOS - 125 percent of poverty level"
HC06_EST_VC67,"Female householder, no husband present  - Percent below poverty level; Estimate; ALL FAMILIES WITH INCOME BELOW THE FOLLOWING POVERTY RATIOS - 125 percent of poverty level"
HC06_MOE_VC67,"Female householder, no husband present  - Percent below poverty level; Margin of Error; ALL FAMILIES WITH INCOME BELOW THE FOLLOWING POVERTY RATIOS - 125 percent of poverty level"
HC01_EST_VC68,All families  - Total; Estimate; ALL FAMILIES WITH INCOME BELOW THE FOLLOWING POVERTY RATIOS - 150 percent of poverty level
HC01_MOE_VC68,All families  - Total; Margin of Error; ALL FAMILIES WITH INCOME BELOW THE FOLLOWING POVERTY RATIOS - 150 percent of poverty level
HC02_EST_VC68,All families  - Percent below poverty level; Estimate; ALL FAMILIES WITH INCOME BELOW THE FOLLOWING POVERTY RATIOS - 150 percent of poverty level
HC02_MOE_VC68,All families  - Percent below poverty level; Margin of Error; ALL FAMILIES WITH INCOME BELOW THE FOLLOWING POVERTY RATIOS - 150 percent of poverty level
HC03_EST_VC68,Married-couple families  - Total; Estimate; ALL FAMILIES WITH INCOME BELOW THE FOLLOWING POVERTY RATIOS - 150 percent of poverty level
HC03_MOE_VC68,Married-couple families  - Total; Margin of Error; ALL FAMILIES WITH INCOME BELOW THE FOLLOWING POVERTY RATIOS - 150 percent of poverty level
HC04_EST_VC68,Married-couple families  - Percent below poverty level; Estimate; ALL FAMILIES WITH INCOME BELOW THE FOLLOWING POVERTY RATIOS - 150 percent of poverty level
HC04_MOE_VC68,Married-couple families  - Percent below poverty level; Margin of Error; ALL FAMILIES WITH INCOME BELOW THE FOLLOWING POVERTY RATIOS - 150 percent of poverty level
HC05_EST_VC68,"Female householder, no husband present  - Total; Estimate; ALL FAMILIES WITH INCOME BELOW THE FOLLOWING POVERTY RATIOS - 150 percent of poverty level"
HC05_MOE_VC68,"Female householder, no husband present  - Total; Margin of Error; ALL FAMILIES WITH INCOME BELOW THE FOLLOWING POVERTY RATIOS - 150 percent of poverty level"
HC06_EST_VC68,"Female householder, no husband present  - Percent below poverty level; Estimate; ALL FAMILIES WITH INCOME BELOW THE FOLLOWING POVERTY RATIOS - 150 percent of poverty level"
HC06_MOE_VC68,"Female householder, no husband present  - Percent below poverty level; Margin of Error; ALL FAMILIES WITH INCOME BELOW THE FOLLOWING POVERTY RATIOS - 150 percent of poverty level"
HC01_EST_VC69,All families  - Total; Estimate; ALL FAMILIES WITH INCOME BELOW THE FOLLOWING POVERTY RATIOS - 185 percent of poverty level
HC01_MOE_VC69,All families  - Total; Margin of Error; ALL FAMILIES WITH INCOME BELOW THE FOLLOWING POVERTY RATIOS - 185 percent of poverty level
HC02_EST_VC69,All families  - Percent below poverty level; Estimate; ALL FAMILIES WITH INCOME BELOW THE FOLLOWING POVERTY RATIOS - 185 percent of poverty level
HC02_MOE_VC69,All families  - Percent below poverty level; Margin of Error; ALL FAMILIES WITH INCOME BELOW THE FOLLOWING POVERTY RATIOS - 185 percent of poverty level
HC03_EST_VC69,Married-couple families  - Total; Estimate; ALL FAMILIES WITH INCOME BELOW THE FOLLOWING POVERTY RATIOS - 185 percent of poverty level
HC03_MOE_VC69,Married-couple families  - Total; Margin of Error; ALL FAMILIES WITH INCOME BELOW THE FOLLOWING POVERTY RATIOS - 185 percent of poverty level
HC04_EST_VC69,Married-couple families  - Percent below poverty level; Estimate; ALL FAMILIES WITH INCOME BELOW THE FOLLOWING POVERTY RATIOS - 185 percent of poverty level
HC04_MOE_VC69,Married-couple families  - Percent below poverty level; Margin of Error; ALL FAMILIES WITH INCOME BELOW THE FOLLOWING POVERTY RATIOS - 185 percent of poverty level
HC05_EST_VC69,"Female householder, no husband present  - Total; Estimate; ALL FAMILIES WITH INCOME BELOW THE FOLLOWING POVERTY RATIOS - 185 percent of poverty level"
HC05_MOE_VC69,"Female householder, no husband present  - Total; Margin of Error; ALL FAMILIES WITH INCOME BELOW THE FOLLOWING POVERTY RATIOS - 185 percent of poverty level"
HC06_EST_VC69,"Female householder, no husband present  - Percent below poverty level; Estimate; ALL FAMILIES WITH INCOME BELOW THE FOLLOWING POVERTY RATIOS - 185 percent of poverty level"
HC06_MOE_VC69,"Female householder, no husband present  - Percent below poverty level; Margin of Error; ALL FAMILIES WITH INCOME BELOW THE FOLLOWING POVERTY RATIOS - 185 percent of poverty level"
HC01_EST_VC70,All families  - Total; Estimate; ALL FAMILIES WITH INCOME BELOW THE FOLLOWING POVERTY RATIOS - 200 percent of poverty level
HC01_MOE_VC70,All families  - Total; Margin of Error; ALL FAMILIES WITH INCOME BELOW THE FOLLOWING POVERTY RATIOS - 200 percent of poverty level
HC02_EST_VC70,All families  - Percent below poverty level; Estimate; ALL FAMILIES WITH INCOME BELOW THE FOLLOWING POVERTY RATIOS - 200 percent of poverty level
HC02_MOE_VC70,All families  - Percent below poverty level; Margin of Error; ALL FAMILIES WITH INCOME BELOW THE FOLLOWING POVERTY RATIOS - 200 percent of poverty level
HC03_EST_VC70,Married-couple families  - Total; Estimate; ALL FAMILIES WITH INCOME BELOW THE FOLLOWING POVERTY RATIOS - 200 percent of poverty level
HC03_MOE_VC70,Married-couple families  - Total; Margin of Error; ALL FAMILIES WITH INCOME BELOW THE FOLLOWING POVERTY RATIOS - 200 percent of poverty level
HC04_EST_VC70,Married-couple families  - Percent below poverty level; Estimate; ALL FAMILIES WITH INCOME BELOW THE FOLLOWING POVERTY RATIOS - 200 percent of poverty level
HC04_MOE_VC70,Married-couple families  - Percent below poverty level; Margin of Error; ALL FAMILIES WITH INCOME BELOW THE FOLLOWING POVERTY RATIOS - 200 percent of poverty level
HC05_EST_VC70,"Female householder, no husband present  - Total; Estimate; ALL FAMILIES WITH INCOME BELOW THE FOLLOWING POVERTY RATIOS - 200 percent of poverty level"
HC05_MOE_VC70,"Female householder, no husband present  - Total; Margin of Error; ALL FAMILIES WITH INCOME BELOW THE FOLLOWING POVERTY RATIOS - 200 percent of poverty level"
HC06_EST_VC70,"Female householder, no husband present  - Percent below poverty level; Estimate; ALL FAMILIES WITH INCOME BELOW THE FOLLOWING POVERTY RATIOS - 200 percent of poverty level"
HC06_MOE_VC70,"Female householder, no husband present  - Percent below poverty level; Margin of Error; ALL FAMILIES WITH INCOME BELOW THE FOLLOWING POVERTY RATIOS - 200 percent of poverty level"
HC01_EST_VC71,All families  - Total; Estimate; ALL FAMILIES WITH INCOME BELOW THE FOLLOWING POVERTY RATIOS - 300 percent of poverty level
HC01_MOE_VC71,All families  - Total; Margin of Error; ALL FAMILIES WITH INCOME BELOW THE FOLLOWING POVERTY RATIOS - 300 percent of poverty level
HC02_EST_VC71,All families  - Percent below poverty level; Estimate; ALL FAMILIES WITH INCOME BELOW THE FOLLOWING POVERTY RATIOS - 300 percent of poverty level
HC02_MOE_VC71,All families  - Percent below poverty level; Margin of Error; ALL FAMILIES WITH INCOME BELOW THE FOLLOWING POVERTY RATIOS - 300 percent of poverty level
HC03_EST_VC71,Married-couple families  - Total; Estimate; ALL FAMILIES WITH INCOME BELOW THE FOLLOWING POVERTY RATIOS - 300 percent of poverty level
HC03_MOE_VC71,Married-couple families  - Total; Margin of Error; ALL FAMILIES WITH INCOME BELOW THE FOLLOWING POVERTY RATIOS - 300 percent of poverty level
HC04_EST_VC71,Married-couple families  - Percent below poverty level; Estimate; ALL FAMILIES WITH INCOME BELOW THE FOLLOWING POVERTY RATIOS - 300 percent of poverty level
HC04_MOE_VC71,Married-couple families  - Percent below poverty level; Margin of Error; ALL FAMILIES WITH INCOME BELOW THE FOLLOWING POVERTY RATIOS - 300 percent of poverty level
HC05_EST_VC71,"Female householder, no husband present  - Total; Estimate; ALL FAMILIES WITH INCOME BELOW THE FOLLOWING POVERTY RATIOS - 300 percent of poverty level"
HC05_MOE_VC71,"Female householder, no husband present  - Total; Margin of Error; ALL FAMILIES WITH INCOME BELOW THE FOLLOWING POVERTY RATIOS - 300 percent of poverty level"
HC06_EST_VC71,"Female householder, no husband present  - Percent below poverty level; Estimate; ALL FAMILIES WITH INCOME BELOW THE FOLLOWING POVERTY RATIOS - 300 percent of poverty level"
HC06_MOE_VC71,"Female householder, no husband present  - Percent below poverty level; Margin of Error; ALL FAMILIES WITH INCOME BELOW THE FOLLOWING POVERTY RATIOS - 300 percent of poverty level"
HC01_EST_VC72,All families  - Total; Estimate; ALL FAMILIES WITH INCOME BELOW THE FOLLOWING POVERTY RATIOS - 400 percent of poverty level
HC01_MOE_VC72,All families  - Total; Margin of Error; ALL FAMILIES WITH INCOME BELOW THE FOLLOWING POVERTY RATIOS - 400 percent of poverty level
HC02_EST_VC72,All families  - Percent below poverty level; Estimate; ALL FAMILIES WITH INCOME BELOW THE FOLLOWING POVERTY RATIOS - 400 percent of poverty level
HC02_MOE_VC72,All families  - Percent below poverty level; Margin of Error; ALL FAMILIES WITH INCOME BELOW THE FOLLOWING POVERTY RATIOS - 400 percent of poverty level
HC03_EST_VC72,Married-couple families  - Total; Estimate; ALL FAMILIES WITH INCOME BELOW THE FOLLOWING POVERTY RATIOS - 400 percent of poverty level
HC03_MOE_VC72,Married-couple families  - Total; Margin of Error; ALL FAMILIES WITH INCOME BELOW THE FOLLOWING POVERTY RATIOS - 400 percent of poverty level
HC04_EST_VC72,Married-couple families  - Percent below poverty level; Estimate; ALL FAMILIES WITH INCOME BELOW THE FOLLOWING POVERTY RATIOS - 400 percent of poverty level
HC04_MOE_VC72,Married-couple families  - Percent below poverty level; Margin of Error; ALL FAMILIES WITH INCOME BELOW THE FOLLOWING POVERTY RATIOS - 400 percent of poverty level
HC05_EST_VC72,"Female householder, no husband present  - Total; Estimate; ALL FAMILIES WITH INCOME BELOW THE FOLLOWING POVERTY RATIOS - 400 percent of poverty level"
HC05_MOE_VC72,"Female householder, no husband present  - Total; Margin of Error; ALL FAMILIES WITH INCOME BELOW THE FOLLOWING POVERTY RATIOS - 400 percent of poverty level"
HC06_EST_VC72,"Female householder, no husband present  - Percent below poverty level; Estimate; ALL FAMILIES WITH INCOME BELOW THE FOLLOWING POVERTY RATIOS - 400 percent of poverty level"
HC06_MOE_VC72,"Female householder, no husband present  - Percent below poverty level; Margin of Error; ALL FAMILIES WITH INCOME BELOW THE FOLLOWING POVERTY RATIOS - 400 percent of poverty level"
HC01_EST_VC73,All families  - Total; Estimate; ALL FAMILIES WITH INCOME BELOW THE FOLLOWING POVERTY RATIOS - 500 percent of poverty level
HC01_MOE_VC73,All families  - Total; Margin of Error; ALL FAMILIES WITH INCOME BELOW THE FOLLOWING POVERTY RATIOS - 500 percent of poverty level
HC02_EST_VC73,All families  - Percent below poverty level; Estimate; ALL FAMILIES WITH INCOME BELOW THE FOLLOWING POVERTY RATIOS - 500 percent of poverty level
HC02_MOE_VC73,All families  - Percent below poverty level; Margin of Error; ALL FAMILIES WITH INCOME BELOW THE FOLLOWING POVERTY RATIOS - 500 percent of poverty level
HC03_EST_VC73,Married-couple families  - Total; Estimate; ALL FAMILIES WITH INCOME BELOW THE FOLLOWING POVERTY RATIOS - 500 percent of poverty level
HC03_MOE_VC73,Married-couple families  - Total; Margin of Error; ALL FAMILIES WITH INCOME BELOW THE FOLLOWING POVERTY RATIOS - 500 percent of poverty level
HC04_EST_VC73,Married-couple families  - Percent below poverty level; Estimate; ALL FAMILIES WITH INCOME BELOW THE FOLLOWING POVERTY RATIOS - 500 percent of poverty level
HC04_MOE_VC73,Married-couple families  - Percent below poverty level; Margin of Error; ALL FAMILIES WITH INCOME BELOW THE FOLLOWING POVERTY RATIOS - 500 percent of poverty level
HC05_EST_VC73,"Female householder, no husband present  - Total; Estimate; ALL FAMILIES WITH INCOME BELOW THE FOLLOWING POVERTY RATIOS - 500 percent of poverty level"
HC05_MOE_VC73,"Female householder, no husband present  - Total; Margin of Error; ALL FAMILIES WITH INCOME BELOW THE FOLLOWING POVERTY RATIOS - 500 percent of poverty level"
HC06_EST_VC73,"Female householder, no husband present  - Percent below poverty level; Estimate; ALL FAMILIES WITH INCOME BELOW THE FOLLOWING POVERTY RATIOS - 500 percent of poverty level"
HC06_MOE_VC73,"Female householder, no husband present  - Percent below poverty level; Margin of Error; ALL FAMILIES WITH INCOME BELOW THE FOLLOWING POVERTY RATIOS - 500 percent of poverty level"
