,id,recid,sex,age,age_cat,race,juv_fel_count,juv_misd_count,juv_other_count,priors_count,charge_severity
3634,7268,0,Male,22,Less than 25,Hispanic,0,0,0,1,Middle
3635,7271,0,Male,29,25 - 45,African-American,0,0,0,2,Unknown
3636,7274,0,Male,20,Less than 25,African-American,0,1,2,1,Middle
3637,7276,0,Male,25,25 - 45,Caucasian,0,0,0,3,Unknown
3638,7277,0,Male,37,25 - 45,Caucasian,0,0,0,1,Middle
3639,7279,0,Male,23,Less than 25,African-American,0,0,0,3,Middle
3640,7280,0,Male,23,Less than 25,African-American,0,0,0,3,Middle
3641,7282,0,Male,38,25 - 45,Caucasian,0,0,0,1,Unknown
3642,7284,0,Female,30,25 - 45,African-American,0,4,1,12,Unknown
3643,7286,0,Male,55,Greater than 45,African-American,0,0,0,11,Unknown
3644,7287,1,Male,53,Greater than 45,African-American,0,0,0,18,Middle
3645,7288,1,Male,53,Greater than 45,African-American,0,0,0,18,Middle
3646,7292,0,Male,21,Less than 25,African-American,0,0,0,1,Middle
3647,7294,0,Male,27,25 - 45,African-American,0,0,0,3,High
3648,7297,0,Male,18,Less than 25,Hispanic,1,0,0,1,Unknown
3649,7300,0,Male,28,25 - 45,African-American,0,1,0,6,High
3650,7302,0,Male,26,25 - 45,Caucasian,0,0,0,1,High
3651,7303,0,Male,26,25 - 45,Caucasian,0,0,0,1,High
3652,7305,0,Male,25,25 - 45,Caucasian,0,0,0,1,Unknown
3653,7306,0,Male,25,25 - 45,Caucasian,0,0,0,1,Unknown
3654,7308,0,Male,28,25 - 45,African-American,0,0,0,3,Unknown
3655,7310,0,Male,21,Less than 25,African-American,0,0,0,0,High
3656,7312,0,Male,21,Less than 25,African-American,0,0,0,0,High
3657,7313,0,Male,24,Less than 25,African-American,0,0,0,0,Unknown
3658,7314,0,Female,34,25 - 45,African-American,0,0,0,1,Unknown
3659,7318,0,Male,23,Less than 25,African-American,0,0,0,2,Middle
3660,7320,0,Male,73,Greater than 45,Caucasian,0,0,0,0,Unknown
3661,7323,1,Male,40,25 - 45,African-American,0,0,0,6,Unknown
3662,7326,0,Female,28,25 - 45,African-American,0,0,0,0,Middle
3663,7328,0,Male,21,Less than 25,Hispanic,0,0,0,0,Unknown
3664,7329,0,Male,21,Less than 25,Hispanic,0,0,0,0,Unknown
3665,7331,0,Male,56,Greater than 45,Caucasian,0,0,0,0,Middle
3666,7332,0,Male,56,Greater than 45,Caucasian,0,0,0,0,Middle
3667,7334,1,Male,32,25 - 45,Caucasian,1,0,0,11,Middle
3668,7336,1,Male,32,25 - 45,Caucasian,1,0,0,11,Middle
3669,7338,1,Male,32,25 - 45,Caucasian,1,0,0,11,Middle
3670,7339,0,Female,34,25 - 45,Other,0,0,0,0,Unknown
3671,7340,0,Male,50,Greater than 45,Caucasian,0,0,0,1,Unknown
3672,7344,0,Male,47,Greater than 45,African-American,0,0,0,1,High
3673,7346,0,Female,21,Less than 25,African-American,0,0,0,0,Unknown
3674,7349,0,Female,20,Less than 25,Caucasian,0,0,0,0,Middle
3675,7352,0,Female,53,Greater than 45,African-American,0,0,0,10,High
3676,7354,0,Male,29,25 - 45,African-American,0,0,0,0,Unknown
3677,7355,1,Female,30,25 - 45,Caucasian,0,0,0,9,Unknown
3678,7357,0,Male,25,25 - 45,Hispanic,0,0,0,0,Unknown
3679,7358,0,Male,25,25 - 45,Hispanic,0,0,0,0,Unknown
3680,7360,0,Male,38,25 - 45,Other,0,0,0,1,Unknown
3681,7362,0,Female,43,25 - 45,Caucasian,0,0,0,0,Unknown
3682,7364,0,Male,35,25 - 45,African-American,0,0,0,1,Unknown
3683,7365,0,Male,28,25 - 45,Caucasian,0,0,0,0,Unknown
3684,7366,0,Male,25,25 - 45,Hispanic,0,0,0,2,Middle
3685,7370,0,Male,53,Greater than 45,Caucasian,0,0,0,1,Middle
3686,7372,0,Male,22,Less than 25,Caucasian,0,0,3,0,Unknown
3687,7375,1,Male,26,25 - 45,Caucasian,0,0,0,9,Middle
3688,7378,1,Male,26,25 - 45,Caucasian,0,0,0,9,Middle
3689,7380,1,Male,26,25 - 45,Caucasian,0,0,0,9,Middle
3690,7381,0,Male,26,25 - 45,Caucasian,0,0,0,9,Middle
3691,7383,1,Male,26,25 - 45,Caucasian,0,0,0,9,Middle
3692,7384,0,Male,26,25 - 45,Caucasian,0,0,0,9,Middle
3693,7386,0,Male,23,Less than 25,African-American,0,0,0,4,High
3694,7388,0,Male,23,Less than 25,African-American,0,0,0,4,High
3695,7390,0,Male,23,Less than 25,African-American,0,0,0,4,High
3696,7391,0,Male,71,Greater than 45,Caucasian,0,0,0,1,Unknown
3697,7392,0,Female,61,Greater than 45,Caucasian,0,0,0,0,Unknown
3698,7396,0,Male,29,25 - 45,African-American,0,0,0,1,Middle
3699,7398,1,Male,24,Less than 25,Caucasian,0,2,0,6,Unknown
3700,7401,0,Female,22,Less than 25,African-American,0,0,0,1,Unknown
3701,7404,0,Male,32,25 - 45,African-American,0,0,0,3,Unknown
3702,7406,0,Male,24,Less than 25,African-American,0,0,0,2,Middle
3703,7407,0,Male,35,25 - 45,African-American,0,0,0,0,Unknown
3704,7409,0,Female,56,Greater than 45,Native American,0,0,0,0,Unknown
3705,7410,0,Female,56,Greater than 45,Native American,0,0,0,0,Unknown
3706,7412,0,Male,49,Greater than 45,Caucasian,0,0,0,1,Unknown
3707,7414,1,Male,26,25 - 45,African-American,0,0,0,6,Middle
3708,7416,1,Male,30,25 - 45,African-American,0,1,0,7,High
3709,7417,0,Male,27,25 - 45,Other,0,0,0,6,Unknown
3710,7418,1,Male,27,25 - 45,Other,0,0,0,6,Unknown
3711,7422,0,Male,29,25 - 45,Other,0,0,0,0,Unknown
3712,7424,1,Male,30,25 - 45,African-American,0,0,0,5,Middle
3713,7427,0,Male,21,Less than 25,African-American,0,0,0,1,Unknown
3714,7430,0,Female,26,25 - 45,African-American,0,0,0,1,Unknown
3715,7432,0,Female,26,25 - 45,African-American,0,0,0,1,Unknown
3716,7433,1,Female,45,Greater than 45,Caucasian,0,1,0,7,Middle
3717,7435,0,Female,45,Greater than 45,Caucasian,0,1,0,7,Middle
3718,7436,0,Male,37,25 - 45,African-American,0,0,0,3,Unknown
3719,7438,0,Male,37,25 - 45,African-American,0,0,0,3,Unknown
3720,7440,0,Female,34,25 - 45,African-American,0,0,0,1,High
3721,7442,0,Male,60,Greater than 45,Hispanic,0,0,0,4,Unknown
3722,7443,0,Male,60,Greater than 45,Hispanic,0,0,0,4,Unknown
3723,7444,0,Male,58,Greater than 45,Caucasian,0,0,0,0,Unknown
3724,7448,0,Male,27,25 - 45,Caucasian,0,0,0,0,Unknown
3725,7450,0,Male,30,25 - 45,African-American,0,0,0,0,Middle
3726,7453,1,Male,27,25 - 45,Hispanic,0,0,1,18,Unknown
3727,7456,1,Male,60,Greater than 45,African-American,0,0,0,19,High
3728,7458,0,Female,28,25 - 45,Hispanic,0,0,0,0,Unknown
3729,7459,1,Male,56,Greater than 45,African-American,0,0,0,24,Unknown
3730,7461,0,Male,33,25 - 45,African-American,0,0,0,2,Unknown
3731,7462,1,Male,25,25 - 45,Caucasian,0,1,0,9,Middle
3732,7464,1,Male,47,Greater than 45,African-American,0,0,0,15,Unknown
3733,7466,1,Male,32,25 - 45,African-American,0,0,0,6,High
3734,7468,0,Male,24,Less than 25,African-American,0,0,0,3,High
3735,7469,0,Male,24,Less than 25,African-American,0,0,0,3,High
3736,7470,0,Male,24,Less than 25,African-American,0,0,0,3,High
3737,7474,0,Male,33,25 - 45,Hispanic,0,0,0,0,Unknown
3738,7476,0,Male,23,Less than 25,Hispanic,0,0,0,3,Middle
3739,7479,0,Male,23,Less than 25,African-American,0,0,0,1,Unknown
3740,7482,0,Female,20,Less than 25,African-American,0,0,0,0,Unknown
3741,7484,1,Male,32,25 - 45,African-American,0,0,4,9,Unknown
3742,7485,0,Female,49,Greater than 45,African-American,0,0,0,0,Unknown
3743,7487,0,Male,24,Less than 25,African-American,0,0,0,0,Unknown
3744,7488,1,Male,60,Greater than 45,African-American,0,0,0,7,Unknown
3745,7490,1,Male,26,25 - 45,Caucasian,0,0,0,10,Middle
3746,7492,0,Male,34,25 - 45,African-American,0,0,0,3,Unknown
3747,7494,0,Female,20,Less than 25,African-American,1,0,0,1,Middle
3748,7495,0,Female,20,Less than 25,African-American,1,0,0,1,Middle
3749,7496,0,Male,49,Greater than 45,Caucasian,0,0,0,1,Unknown
3750,7500,0,Male,29,25 - 45,African-American,0,0,0,1,Middle
3751,7502,1,Male,18,Less than 25,African-American,3,0,0,2,High
3752,7505,0,Male,22,Less than 25,Caucasian,0,0,0,0,Unknown
3753,7508,0,Female,26,25 - 45,African-American,0,0,0,3,High
3754,7510,0,Male,21,Less than 25,African-American,0,0,0,0,High
3755,7511,0,Male,54,Greater than 45,Caucasian,0,0,0,2,Middle
3756,7513,0,Male,59,Greater than 45,African-American,0,0,0,1,Unknown
3757,7514,0,Male,22,Less than 25,African-American,0,0,1,0,High
3758,7516,0,Male,22,Less than 25,African-American,0,0,1,0,High
3759,7518,0,Male,64,Greater than 45,African-American,0,0,0,20,Unknown
3760,7520,0,Male,45,Greater than 45,Caucasian,0,0,0,1,Middle
3761,7521,0,Male,45,Greater than 45,Caucasian,0,0,0,1,Middle
3762,7522,0,Female,22,Less than 25,African-American,0,0,0,0,Unknown
3763,7526,0,Female,27,25 - 45,Caucasian,0,0,0,0,Unknown
3764,7528,0,Male,48,Greater than 45,Hispanic,0,0,0,0,Unknown
3765,7531,0,Male,28,25 - 45,Caucasian,0,0,0,5,Middle
3766,7534,0,Male,29,25 - 45,African-American,0,0,0,4,Unknown
3767,7536,0,Male,25,25 - 45,Other,0,0,0,2,Unknown
3768,7537,0,Male,31,25 - 45,Caucasian,0,0,0,0,Unknown
3769,7539,0,Male,23,Less than 25,Caucasian,0,0,1,3,High
3770,7540,0,Male,23,Less than 25,Caucasian,0,0,1,3,High
3771,7542,0,Male,34,25 - 45,Caucasian,0,0,0,2,Unknown
3772,7544,0,Female,44,25 - 45,Caucasian,0,0,0,1,Unknown
3773,7546,1,Male,41,25 - 45,African-American,0,0,0,8,Unknown
3774,7547,1,Male,37,25 - 45,African-American,0,1,0,16,Unknown
3775,7548,0,Female,40,25 - 45,Caucasian,0,0,0,0,Unknown
3776,7552,1,Male,43,25 - 45,African-American,0,0,0,18,Unknown
3777,7554,0,Male,27,25 - 45,African-American,0,0,0,2,Middle
3778,7557,0,Male,32,25 - 45,African-American,0,0,0,0,Middle
3779,7560,0,Female,44,25 - 45,African-American,0,0,0,2,Unknown
3780,7562,1,Male,40,25 - 45,African-American,0,1,1,24,Middle
3781,7563,0,Male,35,25 - 45,African-American,0,0,0,0,Unknown
3782,7565,0,Male,23,Less than 25,African-American,0,0,0,1,Unknown
3783,7566,0,Male,34,25 - 45,Hispanic,0,0,0,2,Middle
3784,7568,0,Male,33,25 - 45,African-American,0,0,0,1,Unknown
3785,7570,0,Female,33,25 - 45,African-American,0,0,0,3,Unknown
3786,7572,0,Male,33,25 - 45,Caucasian,0,0,0,3,Unknown
3787,7573,0,Male,33,25 - 45,Caucasian,0,0,0,0,Unknown
3788,7574,0,Male,41,25 - 45,African-American,0,0,0,2,Middle
3789,7578,1,Male,28,25 - 45,African-American,0,0,0,9,Unknown
3790,7580,1,Male,51,Greater than 45,Other,0,0,0,14,Middle
3791,7583,0,Male,46,Greater than 45,Caucasian,0,0,0,2,Unknown
3792,7586,0,Male,24,Less than 25,Caucasian,0,0,0,0,Middle
3793,7588,0,Male,37,25 - 45,Caucasian,0,0,0,5,Unknown
3794,7589,0,Male,37,25 - 45,Caucasian,0,0,0,5,Unknown
3795,7591,0,Male,21,Less than 25,African-American,0,0,0,0,Unknown
3796,7592,1,Male,38,25 - 45,African-American,0,0,0,5,Unknown
3797,7594,0,Male,46,Greater than 45,Caucasian,0,0,0,0,Unknown
3798,7596,0,Male,31,25 - 45,Caucasian,0,0,0,9,High
3799,7598,0,Male,21,Less than 25,African-American,0,0,1,1,Unknown
3800,7599,0,Male,21,Less than 25,African-American,0,0,1,1,Unknown
3801,7600,0,Female,30,25 - 45,Caucasian,0,0,0,1,Unknown
3802,7604,0,Male,52,Greater than 45,African-American,0,0,0,0,High
3803,7606,0,Male,52,Greater than 45,African-American,0,0,0,0,High
3804,7609,1,Male,60,Greater than 45,African-American,0,0,0,10,Unknown
3805,7612,0,Male,62,Greater than 45,Caucasian,0,0,0,3,Unknown
3806,7614,0,Male,57,Greater than 45,Other,0,0,0,10,High
3807,7615,0,Male,57,Greater than 45,Other,0,0,0,10,High
3808,7617,0,Male,36,25 - 45,Caucasian,0,0,0,0,Middle
3809,7618,0,Male,36,25 - 45,Caucasian,0,0,0,0,Middle
3810,7620,0,Male,23,Less than 25,Hispanic,0,0,0,0,Unknown
3811,7622,0,Male,37,25 - 45,Hispanic,0,0,0,3,Middle
3812,7624,0,Male,37,25 - 45,Hispanic,0,0,0,3,Middle
3813,7625,1,Male,25,25 - 45,Caucasian,0,2,1,9,Unknown
3814,7626,0,Male,21,Less than 25,African-American,0,0,1,0,Middle
3815,7630,0,Male,25,25 - 45,Caucasian,0,0,0,2,Unknown
3816,7632,1,Male,29,25 - 45,African-American,0,0,0,5,Middle
3817,7635,0,Male,52,Greater than 45,African-American,0,0,0,0,Middle
3818,7638,1,Male,29,25 - 45,African-American,0,0,0,5,Middle
3819,7640,0,Male,29,25 - 45,African-American,0,0,0,5,Middle
3820,7641,0,Male,59,Greater than 45,African-American,0,0,0,13,High
3821,7643,1,Male,22,Less than 25,African-American,1,1,0,5,Unknown
3822,7644,1,Male,40,25 - 45,Caucasian,0,0,0,7,Unknown
3823,7646,0,Male,36,25 - 45,Caucasian,0,0,0,3,Unknown
3824,7648,0,Male,48,Greater than 45,Hispanic,0,0,0,1,Unknown
3825,7650,0,Male,20,Less than 25,African-American,1,1,0,2,Unknown
3826,7651,0,Male,20,Less than 25,African-American,1,1,0,2,Unknown
3827,7652,0,Male,61,Greater than 45,Asian,0,0,0,1,Unknown
3828,7656,0,Male,50,Greater than 45,Caucasian,0,0,0,0,Unknown
3829,7658,0,Male,27,25 - 45,African-American,0,0,0,7,Middle
3830,7661,0,Male,27,25 - 45,African-American,0,0,0,7,Middle
3831,7664,0,Male,31,25 - 45,Caucasian,0,0,0,4,Middle
3832,7666,0,Male,31,25 - 45,Caucasian,0,0,0,4,Middle
3833,7667,0,Female,32,25 - 45,African-American,0,0,0,2,Unknown
3834,7669,0,Female,32,25 - 45,African-American,0,0,0,2,Unknown
3835,7670,0,Female,32,25 - 45,African-American,0,0,0,2,Unknown
3836,7672,1,Male,39,25 - 45,African-American,0,0,0,11,Unknown
3837,7674,0,Female,24,Less than 25,African-American,0,0,0,2,Unknown
3838,7676,0,Female,24,Less than 25,African-American,0,0,0,2,Unknown
3839,7677,0,Male,24,Less than 25,African-American,0,0,0,4,High
3840,7678,0,Male,24,Less than 25,African-American,0,0,0,4,High
3841,7682,0,Male,24,Less than 25,Caucasian,0,0,0,0,Unknown
3842,7684,0,Male,67,Greater than 45,African-American,0,0,0,1,Unknown
3843,7687,0,Male,38,25 - 45,Other,0,0,0,1,Unknown
3844,7690,0,Male,27,25 - 45,Caucasian,0,0,0,5,Unknown
3845,7692,0,Male,27,25 - 45,Caucasian,0,0,0,5,Unknown
3846,7693,0,Female,24,Less than 25,Caucasian,0,0,0,1,Unknown
3847,7695,0,Male,69,Greater than 45,Caucasian,0,0,0,0,Middle
3848,7696,0,Male,25,25 - 45,Caucasian,0,0,0,1,Unknown
3849,7698,0,Male,25,25 - 45,Caucasian,0,0,0,1,Unknown
3850,7700,0,Male,25,25 - 45,Caucasian,0,0,0,1,Unknown
3851,7702,0,Female,55,Greater than 45,Caucasian,0,0,0,0,Unknown
3852,7703,1,Male,28,25 - 45,African-American,1,0,0,7,Middle
3853,7704,1,Male,28,25 - 45,African-American,1,0,0,7,Middle
3854,7708,0,Male,20,Less than 25,Caucasian,0,0,0,2,Unknown
3855,7710,0,Male,21,Less than 25,Caucasian,0,0,1,3,Unknown
3856,7713,0,Female,20,Less than 25,African-American,0,0,0,1,Middle
3857,7716,1,Female,26,25 - 45,African-American,0,0,0,6,Unknown
3858,7718,1,Female,39,25 - 45,Hispanic,0,0,2,10,Middle
3859,7719,1,Male,25,25 - 45,African-American,0,1,1,10,Middle
3860,7721,0,Female,35,25 - 45,Caucasian,0,0,0,1,Unknown
3861,7722,1,Male,31,25 - 45,Caucasian,0,0,1,9,Unknown
3862,7724,1,Male,32,25 - 45,African-American,0,1,3,12,High
3863,7726,0,Male,69,Greater than 45,Other,0,0,0,0,Unknown
3864,7728,0,Male,21,Less than 25,Caucasian,0,0,1,1,Unknown
3865,7729,0,Male,41,25 - 45,Caucasian,0,0,0,1,Unknown
3866,7730,0,Male,21,Less than 25,Hispanic,0,0,0,0,Unknown
3867,7734,0,Male,21,Less than 25,African-American,0,0,0,1,Middle
3868,7736,0,Male,21,Less than 25,African-American,0,0,0,1,Middle
3869,7739,0,Male,56,Greater than 45,Hispanic,0,0,0,1,Unknown
3870,7742,0,Male,56,Greater than 45,African-American,0,0,0,0,Unknown
3871,7744,1,Male,34,25 - 45,African-American,0,0,0,5,Unknown
3872,7745,0,Male,52,Greater than 45,Caucasian,0,0,0,0,Unknown
3873,7747,0,Male,21,Less than 25,African-American,0,0,0,0,Unknown
3874,7748,1,Male,43,25 - 45,African-American,0,0,0,8,Unknown
3875,7750,0,Male,49,Greater than 45,Caucasian,0,0,0,5,High
3876,7752,1,Male,56,Greater than 45,Caucasian,0,0,0,11,Unknown
3877,7754,0,Female,29,25 - 45,African-American,0,0,0,2,Unknown
3878,7755,0,Female,29,25 - 45,African-American,0,0,0,2,Unknown
3879,7756,0,Female,29,25 - 45,African-American,0,0,0,2,Unknown
3880,7760,1,Male,28,25 - 45,African-American,0,0,0,5,Middle
3881,7762,1,Male,28,25 - 45,African-American,0,0,0,5,Middle
3882,7765,0,Female,65,Greater than 45,Caucasian,0,0,0,1,Unknown
3883,7768,0,Male,29,25 - 45,Other,0,0,0,6,High
3884,7770,1,Male,48,Greater than 45,Caucasian,0,0,0,20,Middle
3885,7771,1,Male,48,Greater than 45,Caucasian,0,0,0,20,Middle
3886,7773,1,Male,48,Greater than 45,Caucasian,0,0,0,20,Middle
3887,7774,0,Male,48,Greater than 45,Caucasian,0,0,0,20,Middle
3888,7776,0,Male,25,25 - 45,African-American,0,0,1,1,High
3889,7778,0,Male,20,Less than 25,African-American,0,0,0,0,Middle
3890,7780,1,Male,49,Greater than 45,Other,0,0,0,7,Middle
3891,7781,1,Male,49,Greater than 45,Other,0,0,0,7,Middle
3892,7782,0,Male,36,25 - 45,Caucasian,0,0,0,0,Unknown
3893,7786,0,Male,40,25 - 45,Caucasian,0,0,0,0,Unknown
3894,7788,0,Male,21,Less than 25,African-American,0,0,0,1,Middle
3895,7791,0,Male,21,Less than 25,African-American,0,0,0,1,Middle
3896,7794,0,Male,35,25 - 45,Caucasian,0,0,0,0,Middle
3897,7796,0,Male,35,25 - 45,Caucasian,0,0,0,0,Middle
3898,7797,1,Male,32,25 - 45,African-American,0,0,0,9,High
3899,7799,0,Male,32,25 - 45,African-American,0,0,0,9,High
3900,7800,1,Male,32,25 - 45,African-American,0,0,0,9,High
3901,7802,1,Male,32,25 - 45,African-American,0,0,0,9,High
3902,7804,0,Male,24,Less than 25,Other,0,0,0,2,Unknown
3903,7806,0,Male,28,25 - 45,African-American,0,0,0,0,Unknown
3904,7807,0,Female,25,25 - 45,African-American,0,0,0,0,Unknown
3905,7808,0,Female,34,25 - 45,Caucasian,0,0,0,2,Unknown
3906,7812,1,Male,44,25 - 45,Hispanic,0,0,0,8,Middle
3907,7814,0,Male,23,Less than 25,African-American,0,0,0,0,Unknown
3908,7817,0,Male,21,Less than 25,African-American,1,0,1,1,Middle
3909,7820,0,Male,21,Less than 25,African-American,0,0,1,2,Unknown
3910,7822,0,Male,21,Less than 25,African-American,0,0,1,2,Unknown
3911,7823,0,Male,21,Less than 25,African-American,0,0,1,2,Unknown
3912,7825,0,Male,25,25 - 45,Hispanic,0,0,0,0,Middle
3913,7826,0,Male,44,25 - 45,Caucasian,0,0,0,2,High
3914,7828,0,Male,44,25 - 45,Caucasian,0,0,0,2,High
3915,7830,0,Male,52,Greater than 45,African-American,0,0,0,3,Middle
3916,7832,0,Male,52,Greater than 45,African-American,0,0,0,3,Middle
3917,7833,0,Female,52,Greater than 45,Caucasian,0,0,0,0,High
3918,7834,0,Female,52,Greater than 45,Caucasian,0,0,0,0,High
3919,7838,0,Male,31,25 - 45,African-American,0,0,0,4,Unknown
3920,7840,0,Female,30,25 - 45,Caucasian,0,0,0,9,High
3921,7843,0,Female,39,25 - 45,African-American,0,0,0,1,Unknown
3922,7846,0,Male,22,Less than 25,Caucasian,0,0,0,0,Unknown
3923,7848,0,Male,49,Greater than 45,Caucasian,0,0,0,8,Unknown
3924,7849,1,Male,35,25 - 45,African-American,0,0,0,12,Middle
3925,7851,1,Male,35,25 - 45,African-American,0,0,0,12,Middle
3926,7852,0,Male,34,25 - 45,Caucasian,0,0,0,0,Unknown
3927,7854,0,Female,57,Greater than 45,Caucasian,0,0,0,2,Unknown
3928,7856,0,Male,29,25 - 45,Caucasian,0,0,0,0,Unknown
3929,7858,0,Male,23,Less than 25,African-American,0,0,0,2,High
3930,7859,0,Male,23,Less than 25,African-American,0,0,0,2,High
3931,7860,0,Male,23,Less than 25,African-American,0,0,0,2,High
3932,7864,0,Female,64,Greater than 45,African-American,0,0,0,1,Middle
3933,7866,0,Female,51,Greater than 45,African-American,1,0,0,10,Middle
3934,7869,0,Female,58,Greater than 45,Other,0,0,0,0,Unknown
3935,7872,0,Male,20,Less than 25,Caucasian,0,0,0,0,Unknown
3936,7874,0,Male,43,25 - 45,Hispanic,0,0,0,0,Unknown
3937,7875,0,Male,20,Less than 25,Caucasian,0,0,2,1,Middle
3938,7877,0,Male,20,Less than 25,Caucasian,0,0,2,1,Middle
3939,7878,0,Male,20,Less than 25,Caucasian,0,0,2,1,Middle
3940,7880,0,Male,21,Less than 25,African-American,0,0,0,0,High
3941,7882,0,Male,50,Greater than 45,Caucasian,0,0,0,0,Unknown
3942,7884,0,Male,23,Less than 25,African-American,0,0,0,0,Unknown
3943,7885,0,Male,23,Less than 25,African-American,0,0,0,0,Unknown
3944,7886,0,Male,35,25 - 45,African-American,0,0,0,2,Unknown
3945,7890,0,Male,25,25 - 45,African-American,0,13,1,21,High
3946,7892,0,Female,21,Less than 25,Caucasian,0,0,0,0,Unknown
3947,7895,0,Female,26,25 - 45,Caucasian,0,0,0,0,Unknown
3948,7898,0,Male,27,25 - 45,African-American,0,0,0,3,Unknown
3949,7900,0,Female,30,25 - 45,African-American,0,0,0,0,Unknown
3950,7901,0,Male,47,Greater than 45,Caucasian,0,0,0,1,Unknown
3951,7903,0,Male,30,25 - 45,Caucasian,0,0,0,4,Unknown
3952,7904,0,Male,30,25 - 45,Caucasian,0,0,0,4,Unknown
3953,7906,0,Male,21,Less than 25,Caucasian,0,0,0,2,Unknown
3954,7908,0,Male,33,25 - 45,Hispanic,0,0,0,0,Unknown
3955,7910,0,Male,47,Greater than 45,African-American,0,0,0,1,Unknown
3956,7911,1,Male,42,25 - 45,African-American,0,0,0,33,Middle
3957,7912,1,Male,42,25 - 45,African-American,0,0,0,33,Middle
3958,7916,0,Male,33,25 - 45,African-American,0,0,0,0,Unknown
3959,7918,0,Male,50,Greater than 45,Caucasian,0,0,0,11,High
3960,7921,0,Male,24,Less than 25,Caucasian,0,0,2,1,Unknown
3961,7924,0,Male,26,25 - 45,Caucasian,0,0,0,2,High
3962,7926,0,Male,26,25 - 45,Caucasian,0,0,0,2,High
3963,7927,0,Male,39,25 - 45,Caucasian,0,0,0,3,Unknown
3964,7929,0,Male,22,Less than 25,Caucasian,0,0,0,2,Unknown
3965,7930,0,Male,40,25 - 45,Caucasian,0,0,0,1,Unknown
3966,7932,0,Male,40,25 - 45,Caucasian,0,0,0,1,Unknown
3967,7934,0,Female,28,25 - 45,Caucasian,0,0,0,1,Unknown
3968,7936,0,Female,28,25 - 45,Caucasian,0,0,0,1,Unknown
3969,7937,0,Female,28,25 - 45,Caucasian,0,0,0,1,Unknown
3970,7938,0,Male,36,25 - 45,Caucasian,0,0,0,1,Unknown
3971,7942,0,Male,42,25 - 45,Caucasian,0,0,0,3,Middle
3972,7944,0,Male,38,25 - 45,African-American,0,0,0,3,Middle
3973,7947,0,Male,67,Greater than 45,Caucasian,0,0,0,0,Middle
3974,7950,1,Male,44,25 - 45,Caucasian,0,0,0,7,Unknown
3975,7952,0,Male,31,25 - 45,Caucasian,0,0,0,1,High
3976,7953,0,Male,31,25 - 45,Caucasian,0,0,0,1,High
3977,7955,0,Male,60,Greater than 45,African-American,0,0,0,1,Unknown
3978,7956,1,Male,34,25 - 45,African-American,0,0,0,5,Unknown
3979,7958,0,Female,40,25 - 45,Caucasian,0,0,0,0,Unknown
3980,7960,1,Male,37,25 - 45,African-American,0,0,0,10,Middle
3981,7962,1,Female,54,Greater than 45,Caucasian,0,0,0,9,Unknown
3982,7963,1,Female,54,Greater than 45,Caucasian,0,0,0,9,Unknown
3983,7964,0,Male,23,Less than 25,African-American,0,0,0,0,Unknown
3984,7968,1,Male,28,25 - 45,African-American,0,0,0,9,Middle
3985,7970,0,Male,24,Less than 25,Other,0,0,0,5,Unknown
3986,7973,0,Male,33,25 - 45,Caucasian,0,0,0,9,Unknown
3987,7976,1,Male,33,25 - 45,Caucasian,0,0,0,9,Unknown
3988,7978,0,Male,28,25 - 45,Caucasian,1,0,0,2,Unknown
3989,7979,1,Female,30,25 - 45,African-American,0,3,2,10,Middle
3990,7981,1,Female,30,25 - 45,African-American,0,3,2,10,Middle
3991,7982,1,Female,30,25 - 45,African-American,0,3,2,10,Middle
3992,7984,0,Male,31,25 - 45,Other,0,1,0,5,Unknown
3993,7986,0,Female,32,25 - 45,African-American,0,0,0,0,Unknown
3994,7988,0,Male,67,Greater than 45,Hispanic,0,0,0,2,Unknown
3995,7989,0,Male,35,25 - 45,African-American,0,0,0,0,Middle
3996,7990,0,Male,35,25 - 45,African-American,0,0,0,0,Middle
3997,7994,1,Male,57,Greater than 45,African-American,0,0,0,23,High
3998,7996,0,Female,39,25 - 45,Caucasian,0,0,0,8,High
3999,7999,0,Male,69,Greater than 45,African-American,0,0,0,0,Unknown
4000,8002,0,Female,22,Less than 25,Caucasian,0,0,0,0,Unknown
4001,8004,0,Male,60,Greater than 45,African-American,0,0,0,11,Unknown
4002,8005,0,Female,39,25 - 45,African-American,0,0,0,1,Unknown
4003,8007,0,Female,35,25 - 45,African-American,0,0,0,2,Unknown
4004,8008,0,Female,35,25 - 45,African-American,0,0,0,2,Unknown
4005,8010,0,Male,37,25 - 45,African-American,0,0,0,2,Unknown
4006,8012,0,Male,29,25 - 45,African-American,0,1,0,2,High
4007,8014,0,Male,37,25 - 45,Caucasian,0,0,0,2,Middle
4008,8015,0,Male,37,25 - 45,Caucasian,0,0,0,2,Middle
4009,8016,0,Female,47,Greater than 45,Other,0,0,0,0,Unknown
4010,8020,1,Male,22,Less than 25,African-American,0,0,0,5,High
4011,8022,0,Male,55,Greater than 45,Caucasian,0,0,0,0,Unknown
4012,8025,0,Male,31,25 - 45,African-American,0,0,0,6,Middle
4013,8028,0,Male,22,Less than 25,African-American,0,0,0,0,Middle
4014,8030,1,Male,31,25 - 45,Hispanic,0,0,0,8,High
4015,8031,1,Male,31,25 - 45,Hispanic,0,0,0,8,High
4016,8033,0,Male,25,25 - 45,Caucasian,0,0,0,2,Unknown
4017,8034,0,Female,33,25 - 45,African-American,0,0,0,0,Unknown
